OriginalCompanyName,CleanedCompanyName,Status,Timestamp
Bivit nv,Bivit,ENT LP Active,12/17/2024 9:08
Muyshondt B,Muyshondt B,not found in KBO data table,12/17/2024 9:08
Sanivera BVBA,Sanivera,ENT LP Active,12/17/2024 9:09
Goovaerts W NV,Goovaerts W,not found in KBO data table,12/17/2024 9:09
Coin du feu (Au),Coin du feu (Au),not found in KBO data table,12/17/2024 9:09
D.C.R. Dienstencheques bvba,D.C.R. Dienstencheques,ENT LP Active,12/17/2024 9:10
Heymans Technology SPRL,Heymans Technology,ENT LP Active,12/17/2024 9:10
Dextra - Distri NV,Dextra - Distri,not found in KBO data table,12/17/2024 9:11
Auto's Bart,Auto's Bart,ENT LP Active,12/17/2024 9:11
Jaco Traiteur,Jaco Traiteur,not found in KBO data table,12/17/2024 9:11
Carpet-Stock M.D.M.,Carpet-Stock M.D.M.,not found in KBO data table,12/17/2024 9:12
Geeroms Makelaarskantoor Bvba,Geeroms Makelaarskantoor,not found in KBO data table,12/17/2024 9:12
Mais,Mais,not found in KBO data table,12/17/2024 9:13
Equiva Consulting,Equiva Consulting,EU Stopped,12/17/2024 9:13
Airport 2000 SPRL,Airport 2000,not found in KBO data table,12/17/2024 9:14
De Meuleneire C,De Meuleneire C,not found in KBO data table,12/17/2024 9:14
De Schrijver,De Schrijver,not found in KBO data table,12/17/2024 9:14
Night And Day,Night And Day,not found in KBO data table,12/17/2024 9:14
X-Sanatec,X-Sanatec,ENT LP Active,12/17/2024 9:15
Centre Culturel d'Ans,Centre Culturel d'Ans,ENT LP Active,12/17/2024 9:15
Palladio,Palladio,ENT LP Stopped,12/17/2024 9:16
GTF Belgium SPRL,GTF Belgium,not found in KBO data table,12/17/2024 9:16
Ideal Interim Sa,Ideal Interim Sa,not found in KBO data table,12/17/2024 9:16
Proot/Patrick,Proot/Patrick,not found in KBO data table,12/17/2024 9:17
LIGUE DES FAMILLES ASBL,LIGUE DES FAMILLES,ENT LP Active,12/17/2024 9:17
"Onze-Lieve-Vrouwinstituut, Middenschool","Onze-Lieve-Vrouwinstituut, Middenschool",not found in KBO data table,12/17/2024 9:18
Life-Balance,Life-Balance,not found in KBO data table,12/17/2024 9:18
Bij Els,Bij Els,EU Stopped,12/17/2024 9:18
ESL Group SA,ESL Group SA,not found in KBO data table,12/17/2024 9:19
De Pauw I,De Pauw I,not found in KBO data table,12/17/2024 9:19
Focus Advertising NV,Focus Advertising,ENT LP Active,12/17/2024 9:19
Habraken/Marc,Habraken/Marc,not found in KBO data table,12/17/2024 9:19
Toussaint/Philippe,Toussaint/Philippe,not found in KBO data table,12/17/2024 9:21
Van De Peer Ludo,Van De Peer Ludo,not found in KBO data table,12/17/2024 9:21
Leenaerts//,Leenaerts//,not found in KBO data table,12/17/2024 8:57
VDV Parket,VDV Parket,ENT LP Stopped,12/17/2024 8:57
De Sleutelbos BVBA,De Sleutelbos,ENT LP Active,12/17/2024 8:57
Berlaar,Berlaar,EU Stopped,12/17/2024 8:58
Anseeuw Houthandel BVBA,Anseeuw Houthandel,not found in KBO data table,12/17/2024 8:58
Van De Voorde/Peter,Van De Voorde/Peter,not found in KBO data table,12/17/2024 8:59
Autorijschool Gino,Autorijschool Gino,ENT LP Stopped,12/17/2024 9:00
Schelfaut/Johan,Schelfaut/Johan,not found in KBO data table,12/17/2024 9:00
Delfi-Delerue,Delfi-Delerue,not found in KBO data table,12/17/2024 9:00
Packaging Service Center NV,Packaging Service Center,ENT LP Active,12/17/2024 9:28
Jewel in a Box,Jewel in a Box,EU Active,12/17/2024 9:28
Sac ? Sac [SAC A SAC],Sac ? Sac [SAC A SAC],not found in KBO data table,12/17/2024 9:28
Lambeir/Hilde,Lambeir/Hilde,not found in KBO data table,12/17/2024 9:29
Bionerga,Bionerga,ENT LP Active,12/17/2024 9:29
Districar SA,Districar SA,EU Stopped,12/17/2024 9:30
Vermeiren G,Vermeiren G,not found in KBO data table,12/17/2024 9:30
Medical Solutions,Medical Solutions,not found in KBO data table,12/17/2024 9:30
P.W.T. Bvba,P.W.T.,ENT LP Active,12/17/2024 9:31
Overlegplatform GGZ,Overlegplatform GGZ,not found in KBO data table,12/17/2024 9:31
Marc (Kapsalon),Marc (Kapsalon),not found in KBO data table,12/17/2024 9:31
Transport Donatien Kapeta BVBA,Transport Donatien Kapeta,ENT LP Stopped,12/17/2024 9:32
Pecheny Pneus,Pecheny Pneus,ENT LP Active,12/17/2024 9:33
P.R.B.M.-Consulting BVBA,P.R.B.M.-Consulting,not found in KBO data table,12/17/2024 9:33
Pauwelyn Koen,Pauwelyn Koen,not found in KBO data table,12/17/2024 9:33
Van Overberghe/Guy,Van Overberghe/Guy,not found in KBO data table,12/17/2024 9:34
Notenbaert Willy en zoon nv,Notenbaert Willy en zoon,not found in KBO data table,12/17/2024 9:34
Body X - Trem,Body X - Trem,not found in KBO data table,12/17/2024 9:35
Luxor,Luxor,not found in KBO data table,12/17/2024 9:35
Pure Nature,Pure Nature,ENT LP Stopped,12/17/2024 9:37
Easy Living SA,Easy Living SA,not found in KBO data table,12/17/2024 9:39
Malengier BVBA,Malengier,ENT LP Active,12/17/2024 9:39
Sluys International NV,Sluys International,ENT LP Active,12/17/2024 9:41
Manu Koel- en Elektrotechniek,Manu Koel- en Elektrotechniek,not found in KBO data table,12/17/2024 9:41
Govaers,Govaers,not found in KBO data table,12/17/2024 9:43
Fantasia,Fantasia,ENT LP Stopped,12/17/2024 9:43
Stassen Hoveniersbedrijf,Stassen Hoveniersbedrijf,not found in KBO data table,12/17/2024 9:43
Buracom BVBA,Buracom,not found in KBO data table,12/17/2024 8:59
Twice as Nice,Twice as Nice,EU Active,12/17/2024 8:59
P&O Ferries,P&O Ferries,not found in KBO data table,12/17/2024 9:00
Huppertz SA,Huppertz SA,not found in KBO data table,12/17/2024 9:00
Deroteleur H,Deroteleur H,not found in KBO data table,12/17/2024 9:01
SPORT 2000,SPORT 2000,ENT LP Stopped,12/17/2024 9:02
Coppens T,Coppens T,not found in KBO data table,12/17/2024 9:27
Schroven/Ivo,Schroven/Ivo,not found in KBO data table,12/17/2024 9:28
Ets Bullman SA,Ets Bullman SA,not found in KBO data table,12/17/2024 9:28
Nys Laswerken BVBA,Nys Laswerken,not found in KBO data table,12/17/2024 9:28
Dejitronic,Dejitronic,EU Stopped,12/17/2024 9:29
Vanderheyden/Erik,Vanderheyden/Erik,not found in KBO data table,12/17/2024 9:29
Van den Bogaert Raf,Van den Bogaert Raf,EU Active,12/17/2024 9:29
G.M.T. Belgium SA,G.M.T. Belgium SA,not found in KBO data table,12/17/2024 9:30
MDCM [MDCM  SPRL],MDCM [MDCM  ],not found in KBO data table,12/17/2024 9:30
"International Shoe Agencies Jimmy Baert nv, Baert nv","International Shoe Agencies Jimmy Baert , Baert",not found in KBO data table,12/17/2024 9:31
Brasseur Henry SA,Brasseur Henry SA,not found in KBO data table,12/17/2024 9:31
K.V.S. Lighting,K.V.S. Lighting,EU Stopped,12/17/2024 9:31
Demuynck K,Demuynck K,not found in KBO data table,12/17/2024 9:31
Detaille/Jo?lle,Detaille/Jo?lle,not found in KBO data table,12/17/2024 9:32
Haesaerts Frank,Haesaerts Frank,EU Stopped,12/17/2024 9:32
De Vierkante Meter,De Vierkante Meter,ENT LP Active,12/17/2024 9:32
Van Casteren C,Van Casteren C,not found in KBO data table,12/17/2024 9:33
J&W Partners,J&W Partners,not found in KBO data table,12/17/2024 9:33
Cye Consult,Cye Consult,ENT LP Active,12/17/2024 9:33
Jeugddienst,Jeugddienst,not found in KBO data table,12/17/2024 9:34
Herckenrode,Herckenrode,ENT LP Active,12/17/2024 9:34
HÃ¤stens Megastore Antwerpen,HÃ¤stens Megastore Antwerpen,not found in KBO data table,12/17/2024 9:34
Bouwonderneming Sterckx BVBA,Bouwonderneming Sterckx,not found in KBO data table,12/17/2024 9:35
Lieve(Coiffure),Lieve(Coiffure),not found in KBO data table,12/17/2024 9:35
B.S.N. BVBA,B.S.N.,ENT LP Active,12/17/2024 9:35
Crazy Cow BVBA,Crazy Cow,ENT LP Active,12/17/2024 9:36
Browaeys/Peter,Browaeys/Peter,not found in KBO data table,12/17/2024 9:37
Celtic Ireland BVBA,Celtic Ireland,EU Stopped,12/17/2024 9:37
Van Den Bergh/Walter,Van Den Bergh/Walter,not found in KBO data table,12/17/2024 9:38
Dockx Car & Truck Rental nv,Dockx Car & Truck Rental,EU Stopped,12/17/2024 9:39
Boes/G.,Boes/G.,not found in KBO data table,12/17/2024 9:40
Aquapunt d'Autreppe SPRL,Aquapunt d'Autreppe,ENT LP Stopped,12/17/2024 9:40
Hydro-Tools sa,Hydro-Tools sa,not found in KBO data table,12/17/2024 9:42
Economic [ECONOMIC BVBA],Economic [ECONOMIC ],not found in KBO data table,12/17/2024 9:42
Speelberg (De),Speelberg (De),not found in KBO data table,12/17/2024 9:42
Het Podium,Het Podium,ENT LP Stopped,12/17/2024 9:43
Entraide Culture ASBL,Entraide Culture,not found in KBO data table,12/17/2024 9:44
Prima Lettering Nv,Prima Lettering,ENT LP Active,12/17/2024 8:57
Maes Adiel nv,Maes Adiel,not found in KBO data table,12/17/2024 8:58
KoopjesGigant,KoopjesGigant,EU Stopped,12/17/2024 8:59
ETS DEVERGNIES SPRL,ETS DEVERGNIES,EU Stopped,12/17/2024 9:00
Natalima Electro-Technique,Natalima Electro-Technique,EU Stopped,12/17/2024 9:01
J.L. Style SPRL,J.L. Style,ENT LP Stopped,12/17/2024 9:01
Will-Pharma,Will-Pharma,EU Active,12/17/2024 9:01
Bloemania,Bloemania,EU Stopped,12/17/2024 9:28
Imago-Textiel BVBA,Imago-Textiel,not found in KBO data table,12/17/2024 9:28
IT Factory BVBA,IT Factory,EU Active,12/17/2024 9:28
Vermeulen/Christ,Vermeulen/Christ,not found in KBO data table,12/17/2024 9:29
Igilo SA,Igilo SA,not found in KBO data table,12/17/2024 9:29
Aventure Parc,Aventure Parc,not found in KBO data table,12/17/2024 9:29
Hilde Theunis BVBA,Hilde Theunis,not found in KBO data table,12/17/2024 9:30
Christiaens/Pol,Christiaens/Pol,not found in KBO data table,12/17/2024 9:30
Van Hauwaert/Wilfried,Van Hauwaert/Wilfried,not found in KBO data table,12/17/2024 9:31
Luyckx Wim,Luyckx Wim,EU Stopped,12/17/2024 9:31
Torfs/Wim,Torfs/Wim,not found in KBO data table,12/17/2024 9:31
Agora Deinze,Agora Deinze,ENT LP Stopped,12/17/2024 9:32
A.D. Froidmont,A.D. Froidmont,EU Stopped,12/17/2024 9:32
AVVA Systems BVBA,AVVA Systems,ENT LP Active,12/17/2024 9:32
Van Braband B,Van Braband B,not found in KBO data table,12/17/2024 9:32
Andries/Frieda,Andries/Frieda,not found in KBO data table,12/17/2024 9:33
PC-Matic BVBA,PC-Matic,ENT LP Active,12/17/2024 9:33
Ools/Willy,Ools/Willy,not found in KBO data table,12/17/2024 9:33
Star Entertainment BVBA,Star Entertainment,ENT LP Active,12/17/2024 9:34
Carlier/Xavier,Carlier/Xavier,not found in KBO data table,12/17/2024 9:35
KetelsSoftwareEngineering,KetelsSoftwareEngineering,EU Stopped,12/17/2024 9:35
Now Screen Printing SA,Now Screen Printing SA,not found in KBO data table,12/17/2024 9:36
Optiwatch BVBA,Optiwatch,ENT LP Active,12/17/2024 9:36
Happy Life Consulting SPRL,Happy Life Consulting,ENT LP Active,12/17/2024 9:36
All-Workz,All-Workz,EU Stopped,12/17/2024 9:37
De Meulder T.,De Meulder T.,not found in KBO data table,12/17/2024 9:38
Van Sint Jan/Pierre,Van Sint Jan/Pierre,not found in KBO data table,12/17/2024 9:39
Conforma NV,Conforma,ENT LP Active,12/17/2024 9:40
IPA Software,IPA Software,ENT LP Active,12/17/2024 9:42
Burke Trading,Burke Trading,ENT LP Active,12/17/2024 9:42
Deman-Ameye J.L. BVBA,Deman-Ameye J.L.,not found in KBO data table,12/17/2024 9:43
Craeyenest bvba,Craeyenest,ENT LP Active,12/17/2024 8:57
Duffelcoat Productions NV,Duffelcoat Productions,ENT LP Active,12/17/2024 8:57
Immo Mag SCRL,Immo Mag,not found in KBO data table,12/17/2024 8:57
Driessens D,Driessens D,not found in KBO data table,12/17/2024 8:58
Safdico Antwerp BVBA,Safdico Antwerp,ENT LP Stopped,12/17/2024 8:58
Leijten/Raymundus,Leijten/Raymundus,not found in KBO data table,12/17/2024 8:58
Kempeneer/Daniel,Kempeneer/Daniel,not found in KBO data table,12/17/2024 8:58
Declercq A.C.E.,Declercq A.C.E.,ENT LP Active,12/17/2024 8:59
Brasserie de Bruxelles (La),Brasserie de Bruxelles (La),not found in KBO data table,12/17/2024 8:59
Ferme Des Oliviers (La),Ferme Des Oliviers (La),not found in KBO data table,12/17/2024 9:00
Van Hekken Nv,Van Hekken,not found in KBO data table,12/17/2024 9:00
Gel-Vec,Gel-Vec,ENT LP Stopped,12/17/2024 9:01
De Oude Zwaan (Taverne),De Oude Zwaan (Taverne),not found in KBO data table,12/17/2024 9:01
Minderhedenforum,Minderhedenforum,not found in KBO data table,12/17/2024 9:01
Leisure Benelux NV,Leisure Benelux,ENT LP Stopped,12/17/2024 9:02
The Beauty Lounge,The Beauty Lounge,not found in KBO data table,12/17/2024 9:02
Bouquinophage (Le) [LE BOUQUINOPHAGE],Bouquinophage (Le) [LE BOUQUINOPHAGE],not found in KBO data table,12/17/2024 9:03
Van Holsbeke Laetitia,Van Holsbeke Laetitia,not found in KBO data table,12/17/2024 9:03
Groenhof ('t),Groenhof ('t),not found in KBO data table,12/17/2024 9:03
Retzer Karin,Retzer Karin,not found in KBO data table,12/17/2024 9:04
Jadot Castings and Consulting SPRL,Jadot Castings and Consulting,not found in KBO data table,12/17/2024 9:04
Goemaere Nv,Goemaere,not found in KBO data table,12/17/2024 9:04
SL-Info-PC,SL-Info-PC,not found in KBO data table,12/17/2024 9:04
Van Dyck/Patrick,Van Dyck/Patrick,not found in KBO data table,12/17/2024 9:05
Molenschrans NV,Molenschrans,ENT LP Active,12/17/2024 9:05
DELTA LLOYD BANK,DELTA LLOYD BANK,EU Stopped,12/17/2024 9:06
L'Apropos,L'Apropos,EU Active,12/17/2024 9:06
M-N International NV,M-N International,ENT LP Active,12/17/2024 9:06
Devan Steigerbouw BVBA,Devan Steigerbouw,ENT LP Active,12/17/2024 9:07
Dockx-Verbo Nv,Dockx-Verbo,not found in KBO data table,12/17/2024 9:07
Centrale de Services ? Domicile,Centrale de Services ? Domicile,not found in KBO data table,12/17/2024 9:08
Soudec SPRL,Soudec,ENT LP Active,12/17/2024 9:09
Stilo,Stilo,ENT LP Stopped,12/17/2024 9:09
A.C.T Belgie [A.C.T. BELGIE],A.C.T Belgie [A.C.T. BELGIE],not found in KBO data table,12/17/2024 9:09
Filoe,Filoe,EU Active,12/17/2024 9:10
Com1defi,Com1defi,ENT LP Stopped,12/17/2024 9:10
Aquaheat BVBA,Aquaheat,ENT LP Stopped,12/17/2024 9:20
Brilcenter,Brilcenter,ENT LP Stopped,12/17/2024 9:30
Anja's Haarstudio,Anja's Haarstudio,EU Active,12/17/2024 9:30
Sturbois,Sturbois,EU Stopped,12/17/2024 9:31
Gautier/Philippe,Gautier/Philippe,not found in KBO data table,12/17/2024 9:31
Despriet Verhuur NV,Despriet Verhuur,ENT LP Stopped,12/17/2024 9:31
LECOMTE VE TRANSPORTS,LECOMTE VE TRANSPORTS,not found in KBO data table,12/17/2024 9:32
Peeters/Olivier,Peeters/Olivier,not found in KBO data table,12/17/2024 9:32
Pyliser/Eddy,Pyliser/Eddy,not found in KBO data table,12/17/2024 9:33
Groep Hendrickx BVBA,Groep Hendrickx,ENT LP Active,12/17/2024 9:33
Sint-Anna,Sint-Anna,not found in KBO data table,12/17/2024 9:33
Happy Family,Happy Family,ENT LP Stopped,12/17/2024 9:33
Joye Lut,Joye Lut,not found in KBO data table,12/17/2024 9:34
Paulin Lambrecht,Paulin Lambrecht,ENT LP Stopped,12/17/2024 9:34
't Stoelendepot,'t Stoelendepot,EU Stopped,12/17/2024 9:34
Spaak (De),Spaak (De),not found in KBO data table,12/17/2024 9:35
De Vits/Ronny,De Vits/Ronny,not found in KBO data table,12/17/2024 9:35
Robert/Rene,Robert/Rene,not found in KBO data table,12/17/2024 9:36
Den Outback,Den Outback,EU Active,12/17/2024 9:36
DE CONINCK JEAN,DE CONINCK JEAN,not found in KBO data table,12/17/2024 9:36
Denys Gilbert BVBA,Denys Gilbert,not found in KBO data table,12/17/2024 11:21
exes NV,exes,ENT LP Stopped,12/17/2024 11:22
Van Bever/Linda,Van Bever/Linda,not found in KBO data table,12/17/2024 11:22
Vangeel Hurbin BVBA,Vangeel Hurbin,not found in KBO data table,12/17/2024 11:22
Legros/Albert,Legros/Albert,not found in KBO data table,12/17/2024 11:23
ARABESQUE,ARABESQUE,ENT LP Stopped,12/17/2024 11:23
Ego/Lucette,Ego/Lucette,not found in KBO data table,12/17/2024 11:24
Spillebeen/Philip,Spillebeen/Philip,not found in KBO data table,12/17/2024 11:24
Mozaik,Mozaik,ENT LP Stopped,12/17/2024 11:24
Flightcare Belgium BVBA,Flightcare Belgium,not found in KBO data table,12/17/2024 11:25
Gerust Geweten ('t),Gerust Geweten ('t),not found in KBO data table,12/17/2024 11:25
Verschraegen H,Verschraegen H,not found in KBO data table,12/17/2024 11:26
Bello K,Bello K,not found in KBO data table,12/17/2024 11:26
Arca,Arca,ENT LP Active,12/17/2024 11:27
Kuborn/Jacques [KUBORN JACQUES],Kuborn/Jacques [KUBORN JACQUES],not found in KBO data table,12/17/2024 11:27
Ecole F.D.I,Ecole F.D.I,not found in KBO data table,12/17/2024 11:27
Wauters J,Wauters J,not found in KBO data table,12/17/2024 11:28
Putzeys/Koen,Putzeys/Koen,not found in KBO data table,12/17/2024 11:28
Vanderhallen/Luc,Vanderhallen/Luc,not found in KBO data table,12/17/2024 11:28
TW-Generation,TW-Generation,ENT LP Active,12/17/2024 11:29
Meerschaert S,Meerschaert S,not found in KBO data table,12/17/2024 11:29
Driehuizen,Driehuizen,ENT LP Stopped,12/17/2024 11:30
Degroote Marie-Rose,Degroote Marie-Rose,not found in KBO data table,12/17/2024 11:31
Batrans SCRL,Batrans,ENT LP Stopped,12/17/2024 11:32
Delfino/Giuseppe,Delfino/Giuseppe,not found in KBO data table,12/17/2024 11:32
Martens/Raoul,Martens/Raoul,not found in KBO data table,12/17/2024 11:32
Facoprint,Facoprint,not found in KBO data table,12/17/2024 11:32
Assurvil,Assurvil,not found in KBO data table,12/17/2024 11:33
Worst Vereecken,Worst Vereecken,not found in KBO data table,12/17/2024 11:34
Eeman/Frans,Eeman/Frans,not found in KBO data table,12/17/2024 11:34
Mobistar Center,Mobistar Center,EU Stopped,12/17/2024 11:34
PB Messing Modelbouw,PB Messing Modelbouw,EU Active,12/17/2024 11:35
Kleding Kliniek,Kleding Kliniek,EU Stopped,12/17/2024 11:35
MICHIELS MARIO,MICHIELS MARIO,EU Active,12/17/2024 11:35
De Wolf M,De Wolf M,not found in KBO data table,12/17/2024 11:36
Bellens & Zonen BVBA,Bellens & Zonen,not found in KBO data table,12/17/2024 11:36
Electra Bree,Electra Bree,EU Active,12/17/2024 11:37
Pussemier/Antoine,Pussemier/Antoine,not found in KBO data table,12/17/2024 11:37
Appels Consult BVBA,Appels Consult,ENT LP Active,12/17/2024 11:37
Roedts,Roedts,not found in KBO data table,12/17/2024 11:38
Egenur,Egenur,ENT LP Stopped,12/17/2024 11:38
Tanghe F,Tanghe F,not found in KBO data table,12/17/2024 11:38
Garmyn K,Garmyn K,not found in KBO data table,12/17/2024 11:39
Histoire d'A ASBL,Histoire d'A,ENT LP Active,12/17/2024 11:39
Arex NV,Arex,ENT LP Stopped,12/17/2024 11:39
Carrette/Eveline,Carrette/Eveline,not found in KBO data table,12/17/2024 11:39
De Nieuwe Beurs,De Nieuwe Beurs,ENT LP Active,12/17/2024 11:40
Botteldoorn F,Botteldoorn F,not found in KBO data table,12/17/2024 11:40
WATTENY Jenka,WATTENY Jenka,EU Stopped,12/17/2024 11:41
Van Tricht Consulting,Van Tricht Consulting,ENT LP Active,12/17/2024 11:41
Mets/Peter,Mets/Peter,not found in KBO data table,12/17/2024 11:41
Bolle/Katrien [BOLLE KATRIEN],Bolle/Katrien [BOLLE KATRIEN],not found in KBO data table,12/17/2024 11:42
Dagbladhandel Ann bvba,Dagbladhandel Ann,ENT LP Stopped,12/17/2024 11:42
California Dreams,California Dreams,EU Stopped,12/17/2024 11:42
Eurosani SPRL,Eurosani,ENT LP Stopped,12/17/2024 11:43
Marc Flament SPRLU,Marc Flament SPRLU,EU Stopped,12/17/2024 11:43
Aditos BVBA,Aditos,ENT LP Active,12/17/2024 11:43
Delobbe F,Delobbe F,not found in KBO data table,12/17/2024 11:44
Van Den Bogerd/Jan,Van Den Bogerd/Jan,not found in KBO data table,12/17/2024 11:44
Lemaire S,Lemaire S,not found in KBO data table,12/17/2024 11:45
L'UNIVERSELLE,L'UNIVERSELLE,not found in KBO data table,12/17/2024 11:45
Apex NV,Apex,ENT LP Stopped,12/17/2024 11:45
Het Dierenhof,Het Dierenhof,not found in KBO data table,12/17/2024 11:45
R Fashion,R Fashion,EU Stopped,12/17/2024 11:46
ASF BVBA,ASF,not found in KBO data table,12/17/2024 11:47
Van Raemdonck/Michel,Van Raemdonck/Michel,not found in KBO data table,12/17/2024 11:48
VOET F BVBA,VOET F,not found in KBO data table,12/17/2024 11:22
Ecole de l'Avenir ASBL,Ecole de l'Avenir,not found in KBO data table,12/17/2024 11:22
Nevsport SA,Nevsport SA,not found in KBO data table,12/17/2024 11:22
LDG Sat Systems,LDG Sat Systems,EU Stopped,12/17/2024 11:23
Pottiez/Jean,Pottiez/Jean,not found in KBO data table,12/17/2024 11:23
"Brasil, Ambassade du BrÃ©sil","Brasil, Ambassade du BrÃ©sil",not found in KBO data table,12/17/2024 11:24
Van Osselaer B,Van Osselaer B,not found in KBO data table,12/17/2024 11:24
Alimport Vin,Alimport Vin,ENT LP Stopped,12/17/2024 11:24
Desmet-Naert NV,Desmet-Naert,not found in KBO data table,12/17/2024 11:25
DOP-Sprintline BVBA,DOP-Sprintline,not found in KBO data table,12/17/2024 11:25
Publicia SA,Publicia SA,not found in KBO data table,12/17/2024 11:25
TEC Concept SPRL,TEC Concept,EU Active,12/17/2024 11:26
Purna Pharmaceuticals NV,Purna Pharmaceuticals,ENT LP Active,12/17/2024 11:26
De Koning F,De Koning F,not found in KBO data table,12/17/2024 11:27
Ebas Belgium,Ebas Belgium,not found in KBO data table,12/17/2024 11:27
Vanstalle bvba,Vanstalle,ENT LP Stopped,12/17/2024 11:27
Battistoni Jean,Battistoni Jean,not found in KBO data table,12/17/2024 11:28
Vanhoenacker/Mattias [VANHOENACKER MATTIAS],Vanhoenacker/Mattias [VANHOENACKER MATTIAS],not found in KBO data table,12/17/2024 11:28
Sleutel Service BVBA,Sleutel Service,ENT LP Active,12/17/2024 11:29
Jardeco SPRL,Jardeco,ENT LP Stopped,12/17/2024 11:29
Delameilleure/Manfred,Delameilleure/Manfred,not found in KBO data table,12/17/2024 11:29
CKG,CKG,not found in KBO data table,12/17/2024 11:29
Joris Yves,Joris Yves,not found in KBO data table,12/17/2024 11:30
Depreitere D,Depreitere D,not found in KBO data table,12/17/2024 11:30
Axioma,Axioma,ENT LP Stopped,12/17/2024 11:30
Patrick De Brock BVBA,Patrick De Brock,not found in KBO data table,12/17/2024 11:31
Peeters/Luc,Peeters/Luc,not found in KBO data table,12/17/2024 11:31
Stable-to-table.com BVBA,Stable-to-table.com,ENT LP Active,12/17/2024 11:32
V D L CV,V D L,not found in KBO data table,12/17/2024 11:32
Housen/Guido,Housen/Guido,not found in KBO data table,12/17/2024 11:32
Lacotex Belgium,Lacotex Belgium,ENT LP Stopped,12/17/2024 11:33
Vanderhulst Jurgen,Vanderhulst Jurgen,not found in KBO data table,12/17/2024 11:33
Ronvaux/Marc,Ronvaux/Marc,not found in KBO data table,12/17/2024 11:33
Artdesign BVBA,Artdesign,ENT LP Active,12/17/2024 11:33
Pekcars,Pekcars,not found in KBO data table,12/17/2024 11:34
Tongre Notre Dame,Tongre Notre Dame,not found in KBO data table,12/17/2024 11:34
Mostaert/Jan,Mostaert/Jan,not found in KBO data table,12/17/2024 11:34
Vossenberg Domein (De),Vossenberg Domein (De),not found in KBO data table,12/17/2024 11:35
Eye Company,Eye Company,ENT LP Stopped,12/17/2024 11:35
Centrum Algemeen Welzijnswerk Artevelde,Centrum Algemeen Welzijnswerk Artevelde,ENT LP Stopped,12/17/2024 11:35
Prosound,Prosound,ENT LP Active,12/17/2024 11:36
BUREAU MAKART SPRL,BUREAU MAKART,ENT LP Stopped,12/17/2024 11:36
Dyone Mariage,Dyone Mariage,EU Stopped,12/17/2024 11:36
Rudyshyn Andriy,Rudyshyn Andriy,not found in KBO data table,12/17/2024 11:36
Synn Design,Synn Design,EU Stopped,12/17/2024 11:37
Auto CD NV,Auto CD,not found in KBO data table,12/17/2024 11:37
Saunapauze,Saunapauze,EU Stopped,12/17/2024 11:38
Zakenkantoor Dirk De Marlie,Zakenkantoor Dirk De Marlie,ENT LP Stopped,12/17/2024 11:38
Clement S,Clement S,not found in KBO data table,12/17/2024 11:38
N.M.B.S. Holding,N.M.B.S. Holding,not found in KBO data table,12/17/2024 11:39
Merckx/Ludovic,Merckx/Ludovic,not found in KBO data table,12/17/2024 11:39
Leten/Frans,Leten/Frans,not found in KBO data table,12/17/2024 11:40
Fil des Temps (Au),Fil des Temps (Au),not found in KBO data table,12/17/2024 11:40
Cap Bleu Voyages SPRL,Cap Bleu Voyages,ENT LP Active,12/17/2024 11:40
Masano-Boyekoli ASBL,Masano-Boyekoli,not found in KBO data table,12/17/2024 11:41
MARTENS-MAENHOUT BVBA,MARTENS-MAENHOUT,not found in KBO data table,12/17/2024 11:41
Luxetour Vermeulen NV,Luxetour Vermeulen,ENT LP Active,12/17/2024 11:47
A3um BVBA,A3um,not found in KBO data table,12/17/2024 11:49
Gear Consult Nv,Gear Consult,not found in KBO data table,12/17/2024 11:49
Di Luce BVBA,Di Luce,not found in KBO data table,12/17/2024 11:51
Cleeren/Marcel,Cleeren/Marcel,not found in KBO data table,12/17/2024 11:52
America Clean,America Clean,EU Stopped,12/17/2024 11:53
Rics Europe,Rics Europe,not found in KBO data table,12/17/2024 11:54
Forrier Tamara,Forrier Tamara,not found in KBO data table,12/17/2024 11:21
Data Braille Service cv,Data Braille Service,EU Active,12/17/2024 11:22
Yepp NV,Yepp,ENT LP Active,12/17/2024 11:22
A.B.S. All Building Services,A.B.S. All Building Services,not found in KBO data table,12/17/2024 11:22
Techmetal BVBA,Techmetal,ENT LP Active,12/17/2024 11:23
Overath B,Overath B,not found in KBO data table,12/17/2024 11:23
Aqua Fortis,Aqua Fortis,ENT LP Stopped,12/17/2024 11:23
Piranea Bvba,Piranea,ENT LP Active,12/17/2024 11:23
SSTS,SSTS,EU Stopped,12/17/2024 11:24
Roels K,Roels K,not found in KBO data table,12/17/2024 11:24
Condat Benelux sa,Condat Benelux sa,not found in KBO data table,12/17/2024 11:25
Max-Stones SPRL,Max-Stones,not found in KBO data table,12/17/2024 11:25
Gilon/Benoit,Gilon/Benoit,not found in KBO data table,12/17/2024 11:26
'T Stamkroegske [CAFE 'T STAMKROEGSKE],'T Stamkroegske [CAFE 'T STAMKROEGSKE],not found in KBO data table,12/17/2024 11:26
Liparos,Liparos,ENT LP Active,12/17/2024 11:26
Atelier d'Architecture Philippe Holemans,Atelier d'Architecture Philippe Holemans,ENT LP Stopped,12/17/2024 11:27
Bouquet (Le),Bouquet (Le),not found in KBO data table,12/17/2024 11:27
Daoust Interim,Daoust Interim,EU Stopped,12/17/2024 11:27
