OriginalCompanyName,CleanedCompanyName,Status,Timestamp
Verhoeven G NV,Verhoeven G,not found in KBO data table,2024-12-17 09:00:33
Comptoir Janine,Comptoir Janine,EU Stopped,2024-12-17 09:00:49
Burrick Pia,Burrick Pia,not found in KBO data table,2024-12-17 09:01:04
Ghesquiere F,Ghesquiere F,not found in KBO data table,2024-12-17 09:01:35
D P E,D P E,not found in KBO data table,2024-12-17 09:03:24
Gommeren BVBA,Gommeren,ENT LP Stopped,2024-12-17 09:03:40
I S T C SA,I S T C SA,not found in KBO data table,2024-12-17 09:03:55
D-outlet BVBA,D-outlet,ENT LP Stopped,2024-12-17 09:04:11
L.M.I.,L.M.I.,ENT LP Stopped,2024-12-17 09:04:26
Dekoninck Construct BVBA,Dekoninck Construct,ENT LP Active,2024-12-17 09:04:42
Meubelen Neven NV,Meubelen Neven,ENT LP Active,2024-12-17 09:05:13
Parksken ('t),Parksken ('t),not found in KBO data table,2024-12-17 09:06:00
Denayer L,Denayer L,not found in KBO data table,2024-12-17 09:06:16
Glansdorff/Isabelle,Glansdorff/Isabelle,not found in KBO data table,2024-12-17 09:06:31
Vanparijs Deschrijver vof,Vanparijs Deschrijver,not found in KBO data table,2024-12-17 09:06:47
Confederatie Bouw West-Vlaanderen-Kantoor Kortrijk,Confederatie Bouw West-Vlaanderen-Kantoor Kortrijk,not found in KBO data table,2024-12-17 09:07:02
Chauffage Clarembaux sa,Chauffage Clarembaux sa,not found in KBO data table,2024-12-17 09:07:18
Palais De Chine [LE PALAIS DE CHINE],Palais De Chine [LE PALAIS DE CHINE],not found in KBO data table,2024-12-17 09:07:33
North Sea Boating BVBA,North Sea Boating,ENT LP Active,2024-12-17 09:07:49
Dog's Club,Dog's Club,EU Active,2024-12-17 09:08:05
Bivit nv,Bivit,ENT LP Active,2024-12-17 09:08:21
Muyshondt B,Muyshondt B,not found in KBO data table,2024-12-17 09:08:36
Sanivera BVBA,Sanivera,ENT LP Active,2024-12-17 09:09:07
Goovaerts W NV,Goovaerts W,not found in KBO data table,2024-12-17 09:09:23
Coin du feu (Au),Coin du feu (Au),not found in KBO data table,2024-12-17 09:09:54
D.C.R. Dienstencheques bvba,D.C.R. Dienstencheques,ENT LP Active,2024-12-17 09:10:10
Heymans Technology SPRL,Heymans Technology,ENT LP Active,2024-12-17 09:10:56
Dextra - Distri NV,Dextra - Distri,not found in KBO data table,2024-12-17 09:11:27
Auto's Bart,Auto's Bart,ENT LP Active,2024-12-17 09:11:43
Jaco Traiteur,Jaco Traiteur,not found in KBO data table,2024-12-17 09:11:59
Carpet-Stock M.D.M.,Carpet-Stock M.D.M.,not found in KBO data table,2024-12-17 09:12:14
Geeroms Makelaarskantoor Bvba,Geeroms Makelaarskantoor,not found in KBO data table,2024-12-17 09:12:45
Mais,Mais,not found in KBO data table,2024-12-17 09:13:32
Equiva Consulting,Equiva Consulting,EU Stopped,2024-12-17 09:13:48
Airport 2000 SPRL,Airport 2000,not found in KBO data table,2024-12-17 09:14:04
De Meuleneire C,De Meuleneire C,not found in KBO data table,2024-12-17 09:14:19
De Schrijver,De Schrijver,not found in KBO data table,2024-12-17 09:14:36
Night And Day,Night And Day,not found in KBO data table,2024-12-17 09:14:52
X-Sanatec,X-Sanatec,ENT LP Active,2024-12-17 09:15:08
Centre Culturel d'Ans,Centre Culturel d'Ans,ENT LP Active,2024-12-17 09:15:23
Palladio,Palladio,ENT LP Stopped,2024-12-17 09:16:10
GTF Belgium SPRL,GTF Belgium,not found in KBO data table,2024-12-17 09:16:26
Ideal Interim Sa,Ideal Interim Sa,not found in KBO data table,2024-12-17 09:16:57
Proot/Patrick,Proot/Patrick,not found in KBO data table,2024-12-17 09:17:43
LIGUE DES FAMILLES ASBL,LIGUE DES FAMILLES,ENT LP Active,2024-12-17 09:17:59
"Onze-Lieve-Vrouwinstituut, Middenschool","Onze-Lieve-Vrouwinstituut, Middenschool",not found in KBO data table,2024-12-17 09:18:15
Life-Balance,Life-Balance,not found in KBO data table,2024-12-17 09:18:30
Bij Els,Bij Els,EU Stopped,2024-12-17 09:18:46
ESL Group SA,ESL Group SA,not found in KBO data table,2024-12-17 09:19:01
De Pauw I,De Pauw I,not found in KBO data table,2024-12-17 09:19:17
Focus Advertising NV,Focus Advertising,ENT LP Active,2024-12-17 09:19:33
Habraken/Marc,Habraken/Marc,not found in KBO data table,2024-12-17 09:19:48
Toussaint/Philippe,Toussaint/Philippe,not found in KBO data table,2024-12-17 09:21:05
Van De Peer Ludo,Van De Peer Ludo,not found in KBO data table,2024-12-17 09:21:52
Leenaerts//,Leenaerts//,not found in KBO data table,2024-12-17 08:57:26
VDV Parket,VDV Parket,ENT LP Stopped,2024-12-17 08:57:41
De Sleutelbos BVBA,De Sleutelbos,ENT LP Active,2024-12-17 08:57:57
Berlaar,Berlaar,EU Stopped,2024-12-17 08:58:29
Anseeuw Houthandel BVBA,Anseeuw Houthandel,not found in KBO data table,2024-12-17 08:58:45
Van De Voorde/Peter,Van De Voorde/Peter,not found in KBO data table,2024-12-17 08:59:00
Autorijschool Gino,Autorijschool Gino,ENT LP Stopped,2024-12-17 09:00:17
Schelfaut/Johan,Schelfaut/Johan,not found in KBO data table,2024-12-17 09:00:32
Delfi-Delerue,Delfi-Delerue,not found in KBO data table,2024-12-17 09:00:48
Packaging Service Center NV,Packaging Service Center,ENT LP Active,2024-12-17 09:28:13
Jewel in a Box,Jewel in a Box,EU Active,2024-12-17 09:28:44
Sac ? Sac [SAC A SAC],Sac ? Sac [SAC A SAC],not found in KBO data table,2024-12-17 09:28:59
Lambeir/Hilde,Lambeir/Hilde,not found in KBO data table,2024-12-17 09:29:15
Bionerga,Bionerga,ENT LP Active,2024-12-17 09:29:46
Districar SA,Districar SA,EU Stopped,2024-12-17 09:30:01
Vermeiren G,Vermeiren G,not found in KBO data table,2024-12-17 09:30:17
Medical Solutions,Medical Solutions,not found in KBO data table,2024-12-17 09:30:33
P.W.T. Bvba,P.W.T.,ENT LP Active,2024-12-17 09:31:19
Overlegplatform GGZ,Overlegplatform GGZ,not found in KBO data table,2024-12-17 09:31:35
Marc (Kapsalon),Marc (Kapsalon),not found in KBO data table,2024-12-17 09:31:51
Transport Donatien Kapeta BVBA,Transport Donatien Kapeta,ENT LP Stopped,2024-12-17 09:32:53
Pecheny Pneus,Pecheny Pneus,ENT LP Active,2024-12-17 09:33:24
P.R.B.M.-Consulting BVBA,P.R.B.M.-Consulting,not found in KBO data table,2024-12-17 09:33:40
Pauwelyn Koen,Pauwelyn Koen,not found in KBO data table,2024-12-17 09:33:55
Van Overberghe/Guy,Van Overberghe/Guy,not found in KBO data table,2024-12-17 09:34:26
Notenbaert Willy en zoon nv,Notenbaert Willy en zoon,not found in KBO data table,2024-12-17 09:34:57
Body X - Trem,Body X - Trem,not found in KBO data table,2024-12-17 09:35:12
Luxor,Luxor,not found in KBO data table,2024-12-17 09:35:59
Pure Nature,Pure Nature,ENT LP Stopped,2024-12-17 09:37:47
Easy Living SA,Easy Living SA,not found in KBO data table,2024-12-17 09:39:34
Malengier BVBA,Malengier,ENT LP Active,2024-12-17 09:39:50
Sluys International NV,Sluys International,ENT LP Active,2024-12-17 09:41:37
Manu Koel- en Elektrotechniek,Manu Koel- en Elektrotechniek,not found in KBO data table,2024-12-17 09:41:53
Govaers,Govaers,not found in KBO data table,2024-12-17 09:43:10
Fantasia,Fantasia,ENT LP Stopped,2024-12-17 09:43:26
Stassen Hoveniersbedrijf,Stassen Hoveniersbedrijf,not found in KBO data table,2024-12-17 09:43:41
Buracom BVBA,Buracom,not found in KBO data table,2024-12-17 08:59:42
Twice as Nice,Twice as Nice,EU Active,2024-12-17 08:59:57
P&O Ferries,P&O Ferries,not found in KBO data table,2024-12-17 09:00:13
Huppertz SA,Huppertz SA,not found in KBO data table,2024-12-17 09:00:28
Deroteleur H,Deroteleur H,not found in KBO data table,2024-12-17 09:01:45
SPORT 2000,SPORT 2000,ENT LP Stopped,2024-12-17 09:02:01
Coppens T,Coppens T,not found in KBO data table,2024-12-17 09:27:54
Schroven/Ivo,Schroven/Ivo,not found in KBO data table,2024-12-17 09:28:25
Ets Bullman SA,Ets Bullman SA,not found in KBO data table,2024-12-17 09:28:40
Nys Laswerken BVBA,Nys Laswerken,not found in KBO data table,2024-12-17 09:28:56
Dejitronic,Dejitronic,EU Stopped,2024-12-17 09:29:11
Vanderheyden/Erik,Vanderheyden/Erik,not found in KBO data table,2024-12-17 09:29:27
Van den Bogaert Raf,Van den Bogaert Raf,EU Active,2024-12-17 09:29:58
G.M.T. Belgium SA,G.M.T. Belgium SA,not found in KBO data table,2024-12-17 09:30:29
MDCM [MDCM  SPRL],MDCM [MDCM  ],not found in KBO data table,2024-12-17 09:30:45
"International Shoe Agencies Jimmy Baert nv, Baert nv","International Shoe Agencies Jimmy Baert , Baert",not found in KBO data table,2024-12-17 09:31:00
Brasseur Henry SA,Brasseur Henry SA,not found in KBO data table,2024-12-17 09:31:16
K.V.S. Lighting,K.V.S. Lighting,EU Stopped,2024-12-17 09:31:31
Demuynck K,Demuynck K,not found in KBO data table,2024-12-17 09:31:48
Detaille/Jo?lle,Detaille/Jo?lle,not found in KBO data table,2024-12-17 09:32:04
Haesaerts Frank,Haesaerts Frank,EU Stopped,2024-12-17 09:32:19
De Vierkante Meter,De Vierkante Meter,ENT LP Active,2024-12-17 09:32:50
Van Casteren C,Van Casteren C,not found in KBO data table,2024-12-17 09:33:21
J&W Partners,J&W Partners,not found in KBO data table,2024-12-17 09:33:36
Cye Consult,Cye Consult,ENT LP Active,2024-12-17 09:33:52
Jeugddienst,Jeugddienst,not found in KBO data table,2024-12-17 09:34:08
Herckenrode,Herckenrode,ENT LP Active,2024-12-17 09:34:23
HÃ¤stens Megastore Antwerpen,HÃ¤stens Megastore Antwerpen,not found in KBO data table,2024-12-17 09:34:39
Bouwonderneming Sterckx BVBA,Bouwonderneming Sterckx,not found in KBO data table,2024-12-17 09:35:10
Lieve(Coiffure),Lieve(Coiffure),not found in KBO data table,2024-12-17 09:35:26
B.S.N. BVBA,B.S.N.,ENT LP Active,2024-12-17 09:35:41
Crazy Cow BVBA,Crazy Cow,ENT LP Active,2024-12-17 09:36:12
Browaeys/Peter,Browaeys/Peter,not found in KBO data table,2024-12-17 09:37:14
Celtic Ireland BVBA,Celtic Ireland,EU Stopped,2024-12-17 09:37:45
Van Den Bergh/Walter,Van Den Bergh/Walter,not found in KBO data table,2024-12-17 09:38:31
Dockx Car & Truck Rental nv,Dockx Car & Truck Rental,EU Stopped,2024-12-17 09:39:48
Boes/G.,Boes/G.,not found in KBO data table,2024-12-17 09:40:03
Aquapunt d'Autreppe SPRL,Aquapunt d'Autreppe,ENT LP Stopped,2024-12-17 09:40:19
Hydro-Tools sa,Hydro-Tools sa,not found in KBO data table,2024-12-17 09:42:06
Economic [ECONOMIC BVBA],Economic [ECONOMIC ],not found in KBO data table,2024-12-17 09:42:22
Speelberg (De),Speelberg (De),not found in KBO data table,2024-12-17 09:42:38
Het Podium,Het Podium,ENT LP Stopped,2024-12-17 09:43:55
Entraide Culture ASBL,Entraide Culture,not found in KBO data table,2024-12-17 09:44:11
Prima Lettering Nv,Prima Lettering,ENT LP Active,2024-12-17 08:57:24
Maes Adiel nv,Maes Adiel,not found in KBO data table,2024-12-17 08:58:56
KoopjesGigant,KoopjesGigant,EU Stopped,2024-12-17 08:59:12
ETS DEVERGNIES SPRL,ETS DEVERGNIES,EU Stopped,2024-12-17 09:00:59
Natalima Electro-Technique,Natalima Electro-Technique,EU Stopped,2024-12-17 09:01:15
J.L. Style SPRL,J.L. Style,ENT LP Stopped,2024-12-17 09:01:30
Will-Pharma,Will-Pharma,EU Active,2024-12-17 09:01:46
Bloemania,Bloemania,EU Stopped,2024-12-17 09:28:25
Imago-Textiel BVBA,Imago-Textiel,not found in KBO data table,2024-12-17 09:28:40
IT Factory BVBA,IT Factory,EU Active,2024-12-17 09:28:56
Vermeulen/Christ,Vermeulen/Christ,not found in KBO data table,2024-12-17 09:29:27
Igilo SA,Igilo SA,not found in KBO data table,2024-12-17 09:29:43
Aventure Parc,Aventure Parc,not found in KBO data table,2024-12-17 09:29:58
Hilde Theunis BVBA,Hilde Theunis,not found in KBO data table,2024-12-17 09:30:14
Christiaens/Pol,Christiaens/Pol,not found in KBO data table,2024-12-17 09:30:29
Van Hauwaert/Wilfried,Van Hauwaert/Wilfried,not found in KBO data table,2024-12-17 09:31:00
Luyckx Wim,Luyckx Wim,EU Stopped,2024-12-17 09:31:16
Torfs/Wim,Torfs/Wim,not found in KBO data table,2024-12-17 09:31:31
Agora Deinze,Agora Deinze,ENT LP Stopped,2024-12-17 09:32:02
A.D. Froidmont,A.D. Froidmont,EU Stopped,2024-12-17 09:32:18
AVVA Systems BVBA,AVVA Systems,ENT LP Active,2024-12-17 09:32:33
Van Braband B,Van Braband B,not found in KBO data table,2024-12-17 09:32:49
Andries/Frieda,Andries/Frieda,not found in KBO data table,2024-12-17 09:33:04
PC-Matic BVBA,PC-Matic,ENT LP Active,2024-12-17 09:33:35
Ools/Willy,Ools/Willy,not found in KBO data table,2024-12-17 09:33:51
Star Entertainment BVBA,Star Entertainment,ENT LP Active,2024-12-17 09:34:53
Carlier/Xavier,Carlier/Xavier,not found in KBO data table,2024-12-17 09:35:08
KetelsSoftwareEngineering,KetelsSoftwareEngineering,EU Stopped,2024-12-17 09:35:55
Now Screen Printing SA,Now Screen Printing SA,not found in KBO data table,2024-12-17 09:36:11
Optiwatch BVBA,Optiwatch,ENT LP Active,2024-12-17 09:36:26
Happy Life Consulting SPRL,Happy Life Consulting,ENT LP Active,2024-12-17 09:36:57
All-Workz,All-Workz,EU Stopped,2024-12-17 09:37:13
De Meulder T.,De Meulder T.,not found in KBO data table,2024-12-17 09:38:45
Van Sint Jan/Pierre,Van Sint Jan/Pierre,not found in KBO data table,2024-12-17 09:39:00
Conforma NV,Conforma,ENT LP Active,2024-12-17 09:40:32
IPA Software,IPA Software,ENT LP Active,2024-12-17 09:42:35
Burke Trading,Burke Trading,ENT LP Active,2024-12-17 09:42:51
Deman-Ameye J.L. BVBA,Deman-Ameye J.L.,not found in KBO data table,2024-12-17 09:43:06
Craeyenest bvba,Craeyenest,ENT LP Active,2024-12-17 08:57:24
Duffelcoat Productions NV,Duffelcoat Productions,ENT LP Active,2024-12-17 08:57:40
Immo Mag SCRL,Immo Mag,not found in KBO data table,2024-12-17 08:57:56
Driessens D,Driessens D,not found in KBO data table,2024-12-17 08:58:11
Safdico Antwerp BVBA,Safdico Antwerp,ENT LP Stopped,2024-12-17 08:58:27
Leijten/Raymundus,Leijten/Raymundus,not found in KBO data table,2024-12-17 08:58:42
Kempeneer/Daniel,Kempeneer/Daniel,not found in KBO data table,2024-12-17 08:58:58
Declercq A.C.E.,Declercq A.C.E.,ENT LP Active,2024-12-17 08:59:29
Brasserie de Bruxelles (La),Brasserie de Bruxelles (La),not found in KBO data table,2024-12-17 08:59:44
Ferme Des Oliviers (La),Ferme Des Oliviers (La),not found in KBO data table,2024-12-17 09:00:16
Van Hekken Nv,Van Hekken,not found in KBO data table,2024-12-17 09:00:31
Gel-Vec,Gel-Vec,ENT LP Stopped,2024-12-17 09:01:18
De Oude Zwaan (Taverne),De Oude Zwaan (Taverne),not found in KBO data table,2024-12-17 09:01:33
Minderhedenforum,Minderhedenforum,not found in KBO data table,2024-12-17 09:01:49
Leisure Benelux NV,Leisure Benelux,ENT LP Stopped,2024-12-17 09:02:04
The Beauty Lounge,The Beauty Lounge,not found in KBO data table,2024-12-17 09:02:35
Bouquinophage (Le) [LE BOUQUINOPHAGE],Bouquinophage (Le) [LE BOUQUINOPHAGE],not found in KBO data table,2024-12-17 09:03:07
Van Holsbeke Laetitia,Van Holsbeke Laetitia,not found in KBO data table,2024-12-17 09:03:22
Groenhof ('t),Groenhof ('t),not found in KBO data table,2024-12-17 09:03:54
Retzer Karin,Retzer Karin,not found in KBO data table,2024-12-17 09:04:09
Jadot Castings and Consulting SPRL,Jadot Castings and Consulting,not found in KBO data table,2024-12-17 09:04:25
Goemaere Nv,Goemaere,not found in KBO data table,2024-12-17 09:04:41
SL-Info-PC,SL-Info-PC,not found in KBO data table,2024-12-17 09:04:57
Van Dyck/Patrick,Van Dyck/Patrick,not found in KBO data table,2024-12-17 09:05:44
Molenschrans NV,Molenschrans,ENT LP Active,2024-12-17 09:05:59
DELTA LLOYD BANK,DELTA LLOYD BANK,EU Stopped,2024-12-17 09:06:15
L'Apropos,L'Apropos,EU Active,2024-12-17 09:06:31
M-N International NV,M-N International,ENT LP Active,2024-12-17 09:06:46
Devan Steigerbouw BVBA,Devan Steigerbouw,ENT LP Active,2024-12-17 09:07:02
Dockx-Verbo Nv,Dockx-Verbo,not found in KBO data table,2024-12-17 09:07:33
Centrale de Services ? Domicile,Centrale de Services ? Domicile,not found in KBO data table,2024-12-17 09:08:51
Soudec SPRL,Soudec,ENT LP Active,2024-12-17 09:09:06
Stilo,Stilo,ENT LP Stopped,2024-12-17 09:09:22
A.C.T Belgie [A.C.T. BELGIE],A.C.T Belgie [A.C.T. BELGIE],not found in KBO data table,2024-12-17 09:09:53
Filoe,Filoe,EU Active,2024-12-17 09:10:09
Com1defi,Com1defi,ENT LP Stopped,2024-12-17 09:10:24
Aquaheat BVBA,Aquaheat,ENT LP Stopped,2024-12-17 09:20:49
Brilcenter,Brilcenter,ENT LP Stopped,2024-12-17 09:30:27
Anja's Haarstudio,Anja's Haarstudio,EU Active,2024-12-17 09:30:59
Sturbois,Sturbois,EU Stopped,2024-12-17 09:31:14
Gautier/Philippe,Gautier/Philippe,not found in KBO data table,2024-12-17 09:31:30
Despriet Verhuur NV,Despriet Verhuur,ENT LP Stopped,2024-12-17 09:31:45
Siemens N.V.,Siemens N.V.,not found in KBO data table,2024-12-17 09:32:16
LECOMTE VE TRANSPORTS,LECOMTE VE TRANSPORTS,not found in KBO data table,2024-12-17 09:32:32
Peeters/Olivier,Peeters/Olivier,not found in KBO data table,2024-12-17 09:32:47
Pyliser/Eddy,Pyliser/Eddy,not found in KBO data table,2024-12-17 09:33:03
Groep Hendrickx BVBA,Groep Hendrickx,ENT LP Active,2024-12-17 09:33:19
Sint-Anna,Sint-Anna,not found in KBO data table,2024-12-17 09:33:35
Happy Family,Happy Family,ENT LP Stopped,2024-12-17 09:33:51
Joye Lut,Joye Lut,not found in KBO data table,2024-12-17 09:34:06
Paulin Lambrecht,Paulin Lambrecht,ENT LP Stopped,2024-12-17 09:34:37
't Stoelendepot,'t Stoelendepot,EU Stopped,2024-12-17 09:34:53
Spaak (De),Spaak (De),not found in KBO data table,2024-12-17 09:35:24
Siemens N.V.,Siemens N.V.,not found in KBO data table,2024-12-17 09:35:40
De Vits/Ronny,De Vits/Ronny,not found in KBO data table,2024-12-17 09:35:55
Robert/Rene,Robert/Rene,not found in KBO data table,2024-12-17 09:36:11
Den Outback,Den Outback,EU Active,2024-12-17 09:36:27
DE CONINCK JEAN,DE CONINCK JEAN,not found in KBO data table,2024-12-17 09:36:42
Denys Gilbert BVBA,Denys Gilbert,not found in KBO data table,2024-12-17 11:21:49
exes NV,exes,ENT LP Stopped,2024-12-17 11:22:20
Van Bever/Linda,Van Bever/Linda,not found in KBO data table,2024-12-17 11:22:35
Vangeel Hurbin BVBA,Vangeel Hurbin,not found in KBO data table,2024-12-17 11:22:51
Legros/Albert,Legros/Albert,not found in KBO data table,2024-12-17 11:23:07
ARABESQUE,ARABESQUE,ENT LP Stopped,2024-12-17 11:23:38
Ego/Lucette,Ego/Lucette,not found in KBO data table,2024-12-17 11:24:09
Spillebeen/Philip,Spillebeen/Philip,not found in KBO data table,2024-12-17 11:24:24
Mozaik,Mozaik,ENT LP Stopped,2024-12-17 11:24:40
Flightcare Belgium BVBA,Flightcare Belgium,not found in KBO data table,2024-12-17 11:25:11
Gerust Geweten ('t),Gerust Geweten ('t),not found in KBO data table,2024-12-17 11:25:27
Verschraegen H,Verschraegen H,not found in KBO data table,2024-12-17 11:26:13
Bello K,Bello K,not found in KBO data table,2024-12-17 11:26:29
Arca,Arca,ENT LP Active,2024-12-17 11:27:16
Kuborn/Jacques [KUBORN JACQUES],Kuborn/Jacques [KUBORN JACQUES],not found in KBO data table,2024-12-17 11:27:31
Ecole F.D.I,Ecole F.D.I,not found in KBO data table,2024-12-17 11:27:47
Wauters J,Wauters J,not found in KBO data table,2024-12-17 11:28:02
Putzeys/Koen,Putzeys/Koen,not found in KBO data table,2024-12-17 11:28:34
Vanderhallen/Luc,Vanderhallen/Luc,not found in KBO data table,2024-12-17 11:28:49
TW-Generation,TW-Generation,ENT LP Active,2024-12-17 11:29:20
Meerschaert S,Meerschaert S,not found in KBO data table,2024-12-17 11:29:36
Driehuizen,Driehuizen,ENT LP Stopped,2024-12-17 11:30:23
Degroote Marie-Rose,Degroote Marie-Rose,not found in KBO data table,2024-12-17 11:31:09
Batrans SCRL,Batrans,ENT LP Stopped,2024-12-17 11:32:11
Delfino/Giuseppe,Delfino/Giuseppe,not found in KBO data table,2024-12-17 11:32:27
Martens/Raoul,Martens/Raoul,not found in KBO data table,2024-12-17 11:32:42
Facoprint,Facoprint,not found in KBO data table,2024-12-17 11:32:58
Assurvil,Assurvil,not found in KBO data table,2024-12-17 11:33:44
Worst Vereecken,Worst Vereecken,not found in KBO data table,2024-12-17 11:34:16
Eeman/Frans,Eeman/Frans,not found in KBO data table,2024-12-17 11:34:31
Mobistar Center,Mobistar Center,EU Stopped,2024-12-17 11:34:47
PB Messing Modelbouw,PB Messing Modelbouw,EU Active,2024-12-17 11:35:02
Kleding Kliniek,Kleding Kliniek,EU Stopped,2024-12-17 11:35:18
MICHIELS MARIO,MICHIELS MARIO,EU Active,2024-12-17 11:35:34
De Wolf M,De Wolf M,not found in KBO data table,2024-12-17 11:36:04
Bellens & Zonen BVBA,Bellens & Zonen,not found in KBO data table,2024-12-17 11:36:51
Electra Bree,Electra Bree,EU Active,2024-12-17 11:37:07
Pussemier/Antoine,Pussemier/Antoine,not found in KBO data table,2024-12-17 11:37:22
Appels Consult BVBA,Appels Consult,ENT LP Active,2024-12-17 11:37:53
Roedts,Roedts,not found in KBO data table,2024-12-17 11:38:09
Egenur,Egenur,ENT LP Stopped,2024-12-17 11:38:25
Tanghe F,Tanghe F,not found in KBO data table,2024-12-17 11:38:56
Garmyn K,Garmyn K,not found in KBO data table,2024-12-17 11:39:12
Histoire d'A ASBL,Histoire d'A,ENT LP Active,2024-12-17 11:39:27
Arex NV,Arex,ENT LP Stopped,2024-12-17 11:39:43
Carrette/Eveline,Carrette/Eveline,not found in KBO data table,2024-12-17 11:39:58
De Nieuwe Beurs,De Nieuwe Beurs,ENT LP Active,2024-12-17 11:40:14
Botteldoorn F,Botteldoorn F,not found in KBO data table,2024-12-17 11:40:45
WATTENY Jenka,WATTENY Jenka,EU Stopped,2024-12-17 11:41:00
Van Tricht Consulting,Van Tricht Consulting,ENT LP Active,2024-12-17 11:41:16
Mets/Peter,Mets/Peter,not found in KBO data table,2024-12-17 11:41:47
Bolle/Katrien [BOLLE KATRIEN],Bolle/Katrien [BOLLE KATRIEN],not found in KBO data table,2024-12-17 11:42:03
Dagbladhandel Ann bvba,Dagbladhandel Ann,ENT LP Stopped,2024-12-17 11:42:18
California Dreams,California Dreams,EU Stopped,2024-12-17 11:42:34
Eurosani SPRL,Eurosani,ENT LP Stopped,2024-12-17 11:43:05
Marc Flament SPRLU,Marc Flament SPRLU,EU Stopped,2024-12-17 11:43:36
Aditos BVBA,Aditos,ENT LP Active,2024-12-17 11:43:51
Delobbe F,Delobbe F,not found in KBO data table,2024-12-17 11:44:07
Van Den Bogerd/Jan,Van Den Bogerd/Jan,not found in KBO data table,2024-12-17 11:44:38
Lemaire S,Lemaire S,not found in KBO data table,2024-12-17 11:45:09
L'UNIVERSELLE,L'UNIVERSELLE,not found in KBO data table,2024-12-17 11:45:25
Apex NV,Apex,ENT LP Stopped,2024-12-17 11:45:42
Het Dierenhof,Het Dierenhof,not found in KBO data table,2024-12-17 11:45:57
R Fashion,R Fashion,EU Stopped,2024-12-17 11:46:13
ASF BVBA,ASF,not found in KBO data table,2024-12-17 11:47:00
Van Raemdonck/Michel,Van Raemdonck/Michel,not found in KBO data table,2024-12-17 11:48:16
VOET F BVBA,VOET F,not found in KBO data table,2024-12-17 11:22:22
Ecole de l'Avenir ASBL,Ecole de l'Avenir,not found in KBO data table,2024-12-17 11:22:38
Nevsport SA,Nevsport SA,not found in KBO data table,2024-12-17 11:22:53
LDG Sat Systems,LDG Sat Systems,EU Stopped,2024-12-17 11:23:25
Pottiez/Jean,Pottiez/Jean,not found in KBO data table,2024-12-17 11:23:56
"Brasil, Ambassade du BrÃ©sil","Brasil, Ambassade du BrÃ©sil",not found in KBO data table,2024-12-17 11:24:27
Van Osselaer B,Van Osselaer B,not found in KBO data table,2024-12-17 11:24:42
Alimport Vin,Alimport Vin,ENT LP Stopped,2024-12-17 11:24:58
Desmet-Naert NV,Desmet-Naert,not found in KBO data table,2024-12-17 11:25:14
DOP-Sprintline BVBA,DOP-Sprintline,not found in KBO data table,2024-12-17 11:25:29
Publicia SA,Publicia SA,not found in KBO data table,2024-12-17 11:25:44
TEC Concept SPRL,TEC Concept,EU Active,2024-12-17 11:26:31
Purna Pharmaceuticals NV,Purna Pharmaceuticals,ENT LP Active,2024-12-17 11:26:47
De Koning F,De Koning F,not found in KBO data table,2024-12-17 11:27:18
Ebas Belgium,Ebas Belgium,not found in KBO data table,2024-12-17 11:27:33
Vanstalle bvba,Vanstalle,ENT LP Stopped,2024-12-17 11:27:49
Battistoni Jean,Battistoni Jean,not found in KBO data table,2024-12-17 11:28:05
Vanhoenacker/Mattias [VANHOENACKER MATTIAS],Vanhoenacker/Mattias [VANHOENACKER MATTIAS],not found in KBO data table,2024-12-17 11:28:20
Sleutel Service BVBA,Sleutel Service,ENT LP Active,2024-12-17 11:29:07
Jardeco SPRL,Jardeco,ENT LP Stopped,2024-12-17 11:29:23
Delameilleure/Manfred,Delameilleure/Manfred,not found in KBO data table,2024-12-17 11:29:38
CKG,CKG,not found in KBO data table,2024-12-17 11:29:54
Joris Yves,Joris Yves,not found in KBO data table,2024-12-17 11:30:10
Depreitere D,Depreitere D,not found in KBO data table,2024-12-17 11:30:25
Axioma,Axioma,ENT LP Stopped,2024-12-17 11:30:56
Patrick De Brock BVBA,Patrick De Brock,not found in KBO data table,2024-12-17 11:31:12
Peeters/Luc,Peeters/Luc,not found in KBO data table,2024-12-17 11:31:28
Stable-to-table.com BVBA,Stable-to-table.com,ENT LP Active,2024-12-17 11:32:14
V D L CV,V D L,not found in KBO data table,2024-12-17 11:32:30
Housen/Guido,Housen/Guido,not found in KBO data table,2024-12-17 11:32:46
Lacotex Belgium,Lacotex Belgium,ENT LP Stopped,2024-12-17 11:33:01
Vanderhulst Jurgen,Vanderhulst Jurgen,not found in KBO data table,2024-12-17 11:33:17
Ronvaux/Marc,Ronvaux/Marc,not found in KBO data table,2024-12-17 11:33:33
Artdesign BVBA,Artdesign,ENT LP Active,2024-12-17 11:33:48
Pekcars,Pekcars,not found in KBO data table,2024-12-17 11:34:04
Tongre Notre Dame,Tongre Notre Dame,not found in KBO data table,2024-12-17 11:34:19
Mostaert/Jan,Mostaert/Jan,not found in KBO data table,2024-12-17 11:34:35
Vossenberg Domein (De),Vossenberg Domein (De),not found in KBO data table,2024-12-17 11:35:22
Eye Company,Eye Company,ENT LP Stopped,2024-12-17 11:35:37
Centrum Algemeen Welzijnswerk Artevelde,Centrum Algemeen Welzijnswerk Artevelde,ENT LP Stopped,2024-12-17 11:35:53
Prosound,Prosound,ENT LP Active,2024-12-17 11:36:08
