"company","url","extracted_text","score","matched_keywords"
"Zeebrugse Visveiling NV","https://www.marketscreener.com/insider/WILLY-DELVAUX-A0TWON/","Zeebrugse Visveiling NV owns and operates a fishing auction hall. The company was founded in 1993 and is headquartered in Zeebrugge, Belgium. Zeebrugse Visveiling NV owns and operates a fishing auction hall. The company was founded in 1993 and is headquartered in Zeebrugge, Belgium.","0","No relevant keywords"
"Zeebrugse Visveiling NV","https://kw.be/nieuws/zeebrugse-visveiling-naar-rechter-tegen-steun-oostendse-vismijn/","De Zeebrugse Visveiling nv vraagt de rechter dat het Oostendse stadsbestuur geen overheidssteun meer mag uitkeren aan de Oostendse Vismijn. Die zou de middelen immers gebruiken voor marktverstorende activiteiten. Vandaag wordt daarover een rechtszaak ingeleid.","0","No relevant keywords"
"Zeebrugse Visveiling NV","https://expertplatform.waterbouwkundiglaboratorium.be/en/imis?module=institute&insid=3069","IMIS | Expertplatform - Waterbouwkundig Laboratorium Skip to main content People Curriculum Projects Data sets Publications Events en English Dutch Data Policy Publications | Persons | Institutes | Projects [ report an error in this record ] Zeebrugse Visveiling nv www.zv.be Out of use record This i","0","No relevant keywords"
"Zeebrugse Visveiling NV","https://www.gva.be/cnt/oid171528","De Zeebrugse Visveiling nv sloot het jaar 2000 af met een totale besomming van 1,918 miljard frank. Dat was een stijging van vijf procent tegenover van 1999. Rekening houdend met de globale visschaarste en de voortdurende daling van de quota werd dit als een groot succes beschouwd.","0","No relevant keywords"
"YDA-Trans SPRL","https://www.companyweb.be/en/0809173505/yda-trans","Yda-Trans (SPRL) - Meise (1861) - BE0809173505 Yda-Trans (SPRL) Active VAT BE 0809.173.505 Address Drijpikkelstraat 49/13 1861 Meise Established 16-01-2009 Principal activity Rental and leasing of trucks and other heavy motor vehicles (> 3.5 tons) Try for free Crisis resilience of Yda-Trans Which co","0","No relevant keywords"
"YDA-Trans SPRL","https://www.companyweb.be/fr/0809173505/yda-trans","Yda-Trans (SPRL) - Meise (1861) - BE0809173505 Yda-Trans (SPRL) Actif Numéro d’entreprise BE 0809.173.505 Adresse Drijpikkelstraat 49/13 1861 Meise Création 16-01-2009 Activité principale Location et location-bail de camions et d'autres véhicules automobiles lourds (> 3,5 ton) Essayer gratuitement R","0","No relevant keywords"
"YDA-Trans SPRL","https://trendstop.levif.be/fr/detail/809173505/yda-trans.aspx","Yda-Trans SPRL - BE 0809.173.505 - Wolvertem (1861)","0","No relevant keywords"
"YDA-Trans SPRL","https://www.bsearch.be/infosociete/2/9889776851463521/G10/SE/yda-trans-elsene-fr.html","YDA-TRANS SPRL","0","No relevant keywords"
"YDA-Trans SPRL","https://fr.cylex-belgie.be/entreprise/yda-trans+sprl-12864739.html","Yda-Trans Sprl, Elsene Envoyer une demande de renseignements par e-mail à Yda-Trans Sprl lundi au vendredi 9h - 12h et 14h - 18h de YDA-Trans SPRL","0","No relevant keywords"
"YDA-Trans SPRL","http://www.horaires-societe.be/YDA-Trans-SPRL/Transport/Ixelles-Bruxelles-capitale/72907","YDA-Trans SPRL","0","No relevant keywords"
"YDA-Trans SPRL","https://fr.cybo.com/BE-biz/yda-trans-sprl","YDA-Trans SPRL Réparation de freins, échappement et transmissionprès de YDA-Trans SPRL","0","No relevant keywords"
"YDA-Trans SPRL","https://data.be/fr/societe/Yda-Trans-SPRL-0809173505","Data.be Produits Solutions Gérer votre risque Développez votre entreprise Compliance automation API Tarifs à propos Mon compte Inscription Connexion Choisir la langue: NL FR EN v YDA-TRANS Mise à jour il y a 2 mois Suivre Accueil Société Belgique Meise YDA-TRANS Vous avez atteint votre limite Désolé","0","No relevant keywords"
"YDA-Trans SPRL","https://www.annuaire-horaire.be/societe/Transport-Ixelles-YDA-Trans-SPRL/1148055","Transport YDA-Trans SPRL Description de Transport YDA-Trans SPRL 01050 Ixelles Prestation de Transport YDA-Trans SPRL Horaires de YDA-Trans SPRL Heures d'ouverture des Transports à proximité du Transport YDA-Trans SPRL: Quels sont les tarifs ou le prix moyen YDA-Trans SPRL? Quels sont les horaires d","0","No relevant keywords"
