OriginalCompanyName,CleanedCompanyName,Status,Timestamp
Van De Langenberg-Van Den Bosch/Johanna,Van De Langenberg-Van Den Bosch/Johanna,No result found for this search term,2024-12-17 14:58:28
Ambiance et Chaleur,Ambiance et Chaleur,EU Active,2024-12-17 14:58:43
Visual Instinct SPRL,Visual Instinct,ENT LP Stopped,2024-12-17 14:58:59
Dereume/C.,Dereume/C.,not found in KBO data table,2024-12-17 14:59:14
Luxilon Industries NV,Luxilon Industries,ENT LP Active,2024-12-17 14:59:30
Creazione Haute Coiffure,Creazione Haute Coiffure,No result found for this search term,2024-12-17 14:59:45
Vereniging van de Zusters van Berlaar,Vereniging van de Zusters van Berlaar,ENT LP Active,2024-12-17 15:00:01
Continuing Care,Continuing Care,ENT LP Active,2024-12-17 15:00:17
Liessens Kristof,Liessens Kristof,not found in KBO data table,2024-12-17 15:00:32
Strubbe/Rosane,Strubbe/Rosane,not found in KBO data table,2024-12-17 15:00:48
Debrauwer France,Debrauwer France,not found in KBO data table,2024-12-17 15:01:03
Centre Publique d'Aide Sociale de Messancy,Centre Publique d'Aide Sociale de Messancy,No result found for this search term,2024-12-17 15:01:19
Vierboete (De) [DE VIERBOETE],Vierboete (De) [DE VIERBOETE],not found in KBO data table,2024-12-17 15:01:35
Du TrÃ© Dirk BVBA,Du TrÃ© Dirk,not found in KBO data table,2024-12-17 15:01:50
Giet H (Ets),Giet H (Ets),No result found for this search term,2024-12-17 15:02:06
Chaillet Louis,Chaillet Louis,No result found for this search term,2024-12-17 15:02:21
Coudeville Tania,Coudeville Tania,EU Active,2024-12-17 15:02:37
Vandereyt Lakkerij nv,Vandereyt Lakkerij,not found in KBO data table,2024-12-17 15:02:53
De Pikke Outdoor &amp Workwear BVBA,De Pikke Outdoor &amp Workwear,No result found for this search term,2024-12-17 15:03:08
Vado Reizen,Vado Reizen,No result found for this search term,2024-12-17 15:03:24
Ter Driezen Hotel,Ter Driezen Hotel,No result found for this search term,2024-12-17 15:03:39
Cayet J,Cayet J,error,N/A
Basisschool [HOOFDZETEL VAN : MIDDENSCHOOL VAN HET GEMEENSCHAPSONDERWIJS],Basisschool [HOOFDZETEL VAN : MIDDENSCHOOL VAN HET GEMEENSCHAPSONDERWIJS],error,N/A
Welness-House,Welness-House,error,N/A
Siminvest,Siminvest,error,N/A
Haverhals &amp VDB,Haverhals &amp VDB,error,N/A
Sanivelles,Sanivelles,error,N/A
Cabron Sport,Cabron Sport,error,N/A
HEYLEN Hilde,HEYLEN Hilde,not found in KBO data table,2024-12-17 15:11:01
Gecoplan sc,Gecoplan sc,No result found for this search term,2024-12-17 15:11:17
Van Gasse John BVBA,Van Gasse John,ENT LP Stopped,2024-12-17 15:11:32
Alfa Auto Shop,Alfa Auto Shop,No result found for this search term,2024-12-17 15:11:48
Connemara Interiors bvba,Connemara Interiors,error,N/A
Van Parijs/Alfons,Van Parijs/Alfons,No result found for this search term,2024-12-17 15:13:04
Demuynck Optiek BVBA,Demuynck Optiek,not found in KBO data table,2024-12-17 15:13:20
Internat Autonome de la CommunautÃ© Fran?aise Ch?teau de Ville,Internat Autonome de la CommunautÃ© Fran?aise Ch?teau de Ville,No result found for this search term,2024-12-17 15:13:36
Delbeque SA,Delbeque SA,not found in KBO data table,2024-12-17 15:13:51
Lasters/Arm [TUINAANLEG EN OUDERHOUD LASTER],Lasters/Arm [TUINAANLEG EN OUDERHOUD LASTER],error,N/A
Aqua Center SPRL,Aqua Center,EU Stopped,2024-12-17 15:15:08
Vanroye/Flor,Vanroye/Flor,error,N/A
JD Automobiles,JD Automobiles,error,N/A
M AX,M AX,error,N/A
"Atoll intÃ©rim sa, ASB intÃ©rim sa [ATOLL INTERIM]","Atoll intÃ©rim sa, ASB intÃ©rim sa [ATOLL INTERIM]",error,N/A
Ogilvy Heal_thCare Belgium SA,Ogilvy Heal_thCare Belgium SA,error,N/A
Van Moere C,Van Moere C,error,N/A
PEKW,PEKW,error,N/A
Nandelec Sprl,Nandelec,error,N/A
Leroy Paul & Partners Cvba,Leroy Paul & Partners,error,N/A
Ninke,Ninke,error,N/A
Black &amp White,Black &amp White,error,N/A
Verzekeraar Raadgever Ludo Janssen-Maes [VERZEKERAAR-RAADGEVER JANSSEN],Verzekeraar Raadgever Ludo Janssen-Maes [VERZEKERAAR-RAADGEVER JANSSEN],error,N/A
FILTRA,FILTRA,error,N/A
Le Tabuchet s.a.j.a.,Le Tabuchet s.a.j.a.,No result found for this search term,2024-12-17 15:28:35
Galerie Du St-Fiacre,Galerie Du St-Fiacre,No result found for this search term,2024-12-17 15:28:50
Keersmaekers/Tommy,Keersmaekers/Tommy,not found in KBO data table,2024-12-17 15:29:06
Meubelen De Linde,Meubelen De Linde,EU Active,2024-12-17 15:29:21
Vanbeveren/Annick,Vanbeveren/Annick,not found in KBO data table,2024-12-17 15:29:37
De Deken-Scheffer-Van Reusel Cv,De Deken-Scheffer-Van Reusel,not found in KBO data table,2024-12-17 15:29:53
Compuworks,Compuworks,EU Stopped,2024-12-17 15:30:08
Kroon (Patiss.De),Kroon (Patiss.De),No result found for this search term,2024-12-17 15:30:24
Blockx Jan BVBA,Blockx Jan,ENT LP Stopped,2024-12-17 15:30:40
Design Trib,Design Trib,not found in KBO data table,2024-12-17 15:30:55
Napi Import-Export,Napi Import-Export,not found in KBO data table,2024-12-17 15:31:11
Levens Cooking &amp Baking Systems-Leventi,Levens Cooking &amp Baking Systems-Leventi,No result found for this search term,2024-12-17 15:31:26
VVNT SA,VVNT SA,not found in KBO data table,2024-12-17 15:31:42
2BÃS BVBA,2BÃS,not found in KBO data table,2024-12-17 15:31:58
Derby,Derby,not found in KBO data table,2024-12-17 15:32:14
Marius Vervaet bvba,Marius Vervaet,No result found for this search term,2024-12-17 15:32:30
Vanden Broucke/Wim,Vanden Broucke/Wim,not found in KBO data table,2024-12-17 15:32:46
Wall Trade SPRL,Wall Trade,ENT LP Active,2024-12-17 14:50:19
Sun Club Zonnecentrum,Sun Club Zonnecentrum,No result found for this search term,2024-12-17 14:50:35
Vrijens B,Vrijens B,not found in KBO data table,2024-12-17 14:50:50
LN Productions,LN Productions,ENT LP Active,2024-12-17 14:51:06
Ecodis,Ecodis,ENT LP Stopped,2024-12-17 14:51:21
Peeters-Vanthoor/P. [PROFIT IMPORT],Peeters-Vanthoor/P. [PROFIT IMPORT],No result found for this search term,2024-12-17 14:51:37
Sophimages,Sophimages,ENT LP Active,2024-12-17 14:51:53
Alpha Management,Alpha Management,ENT LP Stopped,2024-12-17 14:52:08
Virga Jesseziekenhuis,Virga Jesseziekenhuis,EU Active,2024-12-17 14:52:24
D.D. Cleaning,D.D. Cleaning,not found in KBO data table,2024-12-17 14:52:40
Meerts & Zonen,Meerts & Zonen,ENT LP Active,2024-12-17 14:52:55
Isis,Isis,not found in KBO data table,2024-12-17 14:53:12
Hollands/LÃ©on,Hollands/LÃ©on,No result found for this search term,2024-12-17 14:53:28
Van Tulden/Eva,Van Tulden/Eva,not found in KBO data table,2024-12-17 14:53:44
De Klerck-Loose/A. [DE KLERCK JURGEN],De Klerck-Loose/A. [DE KLERCK JURGEN],No result found for this search term,2024-12-17 14:53:59
Van der Wildt Paul,Van der Wildt Paul,No result found for this search term,2024-12-17 14:54:15
Magado Design BVBA,Magado Design,ENT LP Stopped,2024-12-17 14:54:31
Steyaert N,Steyaert N,No result found for this search term,2024-12-17 14:54:46
Babouhot P,Babouhot P,No result found for this search term,2024-12-17 14:55:02
Vanderpoorten Vleeshandel BVBA,Vanderpoorten Vleeshandel,No result found for this search term,2024-12-17 14:55:17
Rucher (Le),Rucher (Le),not found in KBO data table,2024-12-17 14:55:33
Transat Productions SPRL,Transat Productions,ENT LP Active,2024-12-17 14:55:49
Syllabes SCRL,Syllabes,ENT LP Stopped,2024-12-17 14:56:05
Van de Graaf/Camille [CORSETTA],Van de Graaf/Camille [CORSETTA],No result found for this search term,2024-12-17 14:56:20
Horten Derwa/Rika,Horten Derwa/Rika,No result found for this search term,2024-12-17 14:56:36
Van Gerwen Bvba,Van Gerwen,not found in KBO data table,2024-12-17 14:56:52
Claes W.,Claes W.,not found in KBO data table,2024-12-17 14:57:08
Cueto Ines/Adelina [BAR LLANES],Cueto Ines/Adelina [BAR LLANES],No result found for this search term,2024-12-17 14:57:24
Belimpex,Belimpex,ENT LP Active,2024-12-17 14:57:40
Gheldhof L,Gheldhof L,not found in KBO data table,2024-12-17 14:57:55
Neckermann Reizen,Neckermann Reizen,not found in KBO data table,2024-12-17 14:58:11
Delrez-Lourtie sa,Delrez-Lourtie sa,not found in KBO data table,2024-12-17 14:58:26
Barning Frank Coiffures BVBA,Barning Frank Coiffures,not found in KBO data table,2024-12-17 14:58:42
RGR Shipping Belgium nv [R.G.R. SHIPPING BELGIUM NV],RGR Shipping Belgium  [R.G.R. SHIPPING BELGIUM ],not found in KBO data table,2024-12-17 14:58:57
Bonduel M,Bonduel M,No result found for this search term,2024-12-17 14:59:13
Troubleyn-Van Dijck NV,Troubleyn-Van Dijck,not found in KBO data table,2024-12-17 14:59:28
PLAN 2000 INC SPRL [PLAN 2000 INC.],PLAN 2000 INC  [PLAN 2000 INC.],not found in KBO data table,2024-12-17 14:59:44
VAN HECKE NICO,VAN HECKE NICO,error,N/A
Aux Mets Encore,Aux Mets Encore,EU Stopped,2024-12-17 15:01:00
Verzekeringskantoor De Smet D. BVBA,Verzekeringskantoor De Smet D.,EU Active,2024-12-17 15:01:16
Montage Lemmens,Montage Lemmens,ENT LP Active,2024-12-17 15:01:32
DSW Move Technics SPRL,DSW Move Technics,ENT LP Active,2024-12-17 15:01:47
Atelier Graphique,Atelier Graphique,error,N/A
3XM Builders SPRL,3XM Builders,ENT LP Active,2024-12-17 15:03:04
Neyens/Thieu,Neyens/Thieu,No result found for this search term,2024-12-17 15:03:19
Cuypers Steven,Cuypers Steven,EU Stopped,2024-12-17 15:03:35
Carrosserie Alex,Carrosserie Alex,ENT LP Stopped,2024-12-17 15:03:50
VOF D'haese H &amp Co,D'haese H &amp Co,error,N/A
De Keyser J,De Keyser J,not found in KBO data table,2024-12-17 15:05:07
Aden Diffusion,Aden Diffusion,ENT LP Stopped,2024-12-17 15:05:22
Verhelle Stefaan,Verhelle Stefaan,not found in KBO data table,2024-12-17 15:05:38
Smeets D,Smeets D,not found in KBO data table,2024-12-17 15:05:54
Shoko BVBA,Shoko,error,N/A
De Neef U,De Neef U,error,N/A
Adviesbureau Oostakker,Adviesbureau Oostakker,error,N/A
Diverco BVBA,Diverco,error,N/A
VERWERFT WERNER,VERWERFT WERNER,error,N/A
Artistry Hairdressing,Artistry Hairdressing,error,N/A
Basisschool [BEERSE KN],Basisschool [BEERSE KN],error,N/A
Paquet/Benoit,Paquet/Benoit,error,N/A
Lokere Nv,Lokere,error,N/A
Batven VOF,Batven,error,N/A
OmegaSoft Wallonie,OmegaSoft Wallonie,error,N/A
Moyson-Van Nieuwenhove [BARLEY'S],Moyson-Van Nieuwenhove [BARLEY'S],error,N/A
Bosmans K NV,Bosmans K,error,N/A
Miglenn bvba,Miglenn,error,N/A
Nouvelles Technologies SPRL,Nouvelles Technologies,error,N/A
Jacques,Jacques,error,N/A
Bouwcenter BVBA,Bouwcenter,error,N/A
Martens C,Martens C,error,N/A
Editions du Confluent (EDICO) SC,Editions du Confluent (EDICO) SC,error,N/A
Oosterlinck Dirk NV,Oosterlinck Dirk,error,N/A
Capito nv,Capito,error,N/A
Tuinen Ruben BVBA,Tuinen Ruben,error,N/A
Naert Defreyne,Naert Defreyne,error,N/A
Elise Maas VOF,Elise Maas,ENT LP Stopped,2024-12-17 15:29:30
Henri Wey Terrassement SPRL,Henri Wey Terrassement,ENT LP Active,2024-12-17 15:29:46
Decoene BVBA,Decoene,not found in KBO data table,2024-12-17 15:30:02
Deschepper-De Bont BVBA,Deschepper-De Bont,EU Active,2024-12-17 15:30:18
Productor,Productor,ENT LP Stopped,2024-12-17 15:30:33
Janssens Marleen,Janssens Marleen,ENT LP Active,2024-12-17 15:30:49
GBK Computerstore,GBK Computerstore,ENT LP Active,2024-12-17 15:31:05
Veogen [VEOGEN BVBA],Veogen [VEOGEN ],not found in KBO data table,2024-12-17 15:31:21
A. Airplus Medibo Cvba,A. Airplus Medibo,No result found for this search term,2024-12-17 15:31:36
Rutten/Jozef ['T KOMPAS],Rutten/Jozef ['T KOMPAS],No result found for this search term,2024-12-17 15:31:52
Collier B. - Bouwonderneming,Collier B. - Bouwonderneming,not found in KBO data table,2024-12-17 15:32:07
Papp/B.,Papp/B.,not found in KBO data table,2024-12-17 15:32:23
Casa Tua BVBA,Casa Tua,EU Stopped,2024-12-17 15:32:39
Sud Motor Division Huy NV,Sud Motor Division Huy,not found in KBO data table,2024-12-17 15:32:55
Dury/Pierre,Dury/Pierre,not found in KBO data table,2024-12-17 15:33:10
De Vriezeman,De Vriezeman,EU Active,2024-12-17 15:33:26
Le Val Du Geer Asbl,Le Val Du Geer,not found in KBO data table,2024-12-17 15:33:41
Aluwin SA,Aluwin SA,not found in KBO data table,2024-12-17 15:33:57
Rejotrans BVBA,Rejotrans,ENT LP Active,2024-12-17 15:34:13
Be Metals SPRL,Be Metals,ENT LP Active,2024-12-17 15:34:28
Bovy,Bovy,not found in KBO data table,2024-12-17 15:34:44
Autorijschool Vlaamse Ardennen,Autorijschool Vlaamse Ardennen,EU Active,2024-12-17 15:35:00
Helsen Ladies,Helsen Ladies,EU Active,2024-12-17 15:35:16
De Bie Natuurproducten,De Bie Natuurproducten,No result found for this search term,2024-12-17 15:35:31
CT Lettershop,CT Lettershop,No result found for this search term,2024-12-17 15:35:47
