"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"JUQWFYXW","bookSection","2022","Mu, H.; Chen, Z.; He, F.; Li, Y.; Xia, C.; Commins, P.; Pan, Z.","Defect Detection and Process Monitoring for Wire Arc Additive Manufacturing Using Machine Learning","Trans. Intell. Weld. Manuf.","25208519 (ISSN)","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136794010&doi=10.1007%2f978-981-19-3902-0_1&partnerID=40&md5=0cafe924a32a809dc8964e8bdbf039df","Wire Arc Additive Manufacturing (WAAM) is a promising manufacturing technology that has been used to build medium to larger-sized components. The recent progress of Artificial Intelligence (AI) technology has led to Machine Learning (ML) algorithms being widely implemented for modeling, control, monitoring, and simulation processes in WAAM. However, current defect detection systems are limited due to the types of detectable defects, and a real-time micro-defect detection system is yet to be developed. This paper aims to provide an in-depth review of process monitoring approaches suitable for a WAAM system related to defect detections. Particular focus is given to the ML-based monitoring systems, and how they could be implemented into the WAAM process to improve the detecting accuracy, reliability, and efficiency. The paper concludes by discussing the current challenges and future work for developing a real-time monitoring system. © 2022, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.","2022","2024-12-14 21:09:53","2024-12-14 21:47:59","","3-22","","","","","","","","","","","Springer","","English","","","Scopus","","","","Journal Abbreviation: Trans. Intell. Weld. Manuf. DOI: 10.1007/978-981-19-3902-0_1","<p>Export Date: 14 December 2024; Cited By: 2; Correspondence Address: Z. Pan; School of Mechanical, Materials, Mechatronic and Biomedical Engineering, University of Wollongong, Wollongong, 2522, Australia; email: zengxi@uow.edu.au</p>; <p>Export Date: 14 December 2024; Cited By: 2; Correspondence Address: Z. Pan; School of Mechanical, Materials, Mechatronic and Biomedical Engineering, University of Wollongong, Wollongong, 2522, Australia; email: zengxi@uow.edu.au</p>","","","Machine learning; Process monitoring; WAAM; Additive manufacturing; Defect detection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EM5G22G9","conferencePaper","2022","Ruiz, C.; Jafari, D.; Subramanian, V.V.; Vaneker, T.H.J.; Ya, W.; Huang, Q.","IMPROVING GEOMETRIC ACCURACY IN WIRE AND ARC ADDITIVE MANUFACTURING WITH ENGINEERING-INFORMED MACHINE LEARNING","Proc. ASME Int. Manuf. Sci. Eng. Conf., MSEC","978-079188580-2 (ISBN)","","10.1115/MSEC2022-85325","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140911540&doi=10.1115%2fMSEC2022-85325&partnerID=40&md5=775ff2fc75f6d61b5fb70f48fd4aec7f","Wire and arc additive manufacturing (WAAM) is a promising technology for fast and cost-effective fabrication of largescale components made of high-value materials for industries such as petroleum and aerospace. By using robotic arc welding and wire filler materials,WAAM can fabricate complex large near-net shape parts with high deposition rates, short lead times and millimeter resolution. However, due to high temperature gradients and residual stresses, currentWAAM technologies suffer from high surface roughness and poor shape accuracy. This limits the adoption of these technologies in industry and complicates process control and optimization. Since its conception, considerable research efforts have been made on improving the mechanical and microstructural performance of WAAM components while few studies have investigated their geometric accuracy. In this work, we propose an engineering-informed machine learning (ML) framework for predicting and compensating for the geometric deformation of WAAM fabricated products based on a few sample parts. The proposed ML algorithm efficiently separates geometric shape deviation into deformation and surface roughness. Then, the predicted shape deformation of a new product is minimized by applying optimal geometric compensa- tion to the product design. Experimental validation on cylindrical shapes showed that the proposed methodology can effectively reduce product shape deviation, which facilitates the widespread adoption of WAAM.  Copyright © 2022 by ASME.","2022","2024-12-14 21:09:53","2024-12-14 21:52:32","","","","","1","","","","","","","","American Society of Mechanical Engineers","","English","","","Scopus","","","","Journal Abbreviation: Proc. ASME Int. Manuf. Sci. Eng. Conf., MSEC","<p>Export Date: 14 December 2024; Cited By: 0; Correspondence Address: Q. Huang; University of Southern California, Los Angeles, United States; email: qiang.huang@usc.edu; Conference name: ASME 2022 17th International Manufacturing Science and Engineering Conference, MSEC 2022; Conference date: 27 June 2022 through 1 July 2022; Conference code: 183161</p>; <p>Export Date: 14 December 2024; Cited By: 0; Correspondence Address: Q. Huang; University of Southern California, Los Angeles, United States; email: qiang.huang@usc.edu; Conference name: ASME 2022 17th International Manufacturing Science and Engineering Conference, MSEC 2022; Conference date: 27 June 2022 through 1 July 2022; Conference code: 183161</p>","","","Machine learning; Machine-learning; Wire arc; Wire arc additive manufacturing; Additives; Deposition rates; Wire; Wire Arc Additive Manufacturing; 3D printers; Geometry; Surface roughness; Machine Learning; Cost effectiveness; % reductions; Deformation; Product design; Shape deviation reduction; Shape Deviation Reduction; Shape deviations","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of ASME 2022 17th International Manufacturing Science and Engineering Conference, MSEC 2022","","","","","","","","","","","","","","",""
"FZSD2PWK","journalArticle","2024","Mu, H.; He, F.; Yuan, L.; Hatamian, H.; Commins, P.; Pan, Z.","Online distortion simulation using generative machine learning models: A step toward digital twin of metallic additive manufacturing","Journal of Industrial Information Integration","","2452414X (ISSN)","10.1016/j.jii.2024.100563","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182512198&doi=10.1016%2fj.jii.2024.100563&partnerID=40&md5=40c80393ccc1c1a36a593548ee1c633f","In the era of Industry 4.0 and smart manufacturing, Wire Arc Additive Manufacturing (WAAM) stands at the forefront, driving a paradigm shift towards automated, digitalized production. However, online simulation remains a technical barrier toward building a Digital Twin (DT) for metallic AM due to the prolonged computing time of numerical simulations and limitations in accuracy of current data-driven models. This study addresses these issues by introducing an adaptive online simulation model for predicting distortion fields, utilizing a diffusion model architecture for distortion process modelling with a Vector Quantized Variational AutoEncoder coupled with Generative Adversarial Network (VQVAE-GAN) backbone for spatial feature extraction, complemented by a Recurrent Neural Network (RNN) for time-scale result fusion. Pretrained offline with Finite Element Method (FEM) simulated distortion fields, the model successfully predicts distortion fields online using laser-scanned point clouds during the deposition process. Experimental validation on seven thin-wall structures demonstrated its superior performance, achieving a Root Mean Square Error (RMSE) below 0.9 m, outperforming FEM by 143 % and Artificial Neural Networks (ANN) based methods by 151 %, marking a significant stride towards realizing an AM-DT. © 2024 The Author(s)","2024","2024-12-14 21:09:53","2024-12-14 21:47:56","","","","","38","","J.  Ind. Infor. Integr.","","","","","","","","English","","","Scopus","","","","Publisher: Elsevier B.V.","<p>Export Date: 14 December 2024; Cited By: 10; Correspondence Address: Z. Pan; Wollongong, Northfields Ave, 2522, Australia; email: zengxi@uow.edu.au</p>; <p>Export Date: 14 December 2024; Cited By: 10; Correspondence Address: Z. Pan; Wollongong, Northfields Ave, 2522, Australia; email: zengxi@uow.edu.au</p>","","","Wire arc; Wire arc additive manufacturing; 3D printing; Additives; Finite element method; WAAM; Metallic additives; Machine learning models; Mean square error; Digital twin; E-learning; Distortion simulation; FEM simulation; Finite element method simulation; Metallic AM; Metallics; Online simulation; Physic-informed ML; Physics-informed ML; Recurrent neural networks","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5VXAXI2D","journalArticle","2024","Franke, J.; Heinrich, F.; Reisch, R.T.","Vision based process monitoring in wire arc additive manufacturing (WAAM)","Journal of Intelligent Manufacturing","","09565515 (ISSN)","10.1007/s10845-023-02287-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186404674&doi=10.1007%2fs10845-023-02287-x&partnerID=40&md5=585cbceb422bc0d9d88101096e7bea8c","A stable welding process is crucial to obtain high quality parts in wire arc additive manufacturing. The complexity of the process makes it inherently unstable, which can cause various defects, resulting in poor geometric accuracy and material properties. This demands for in-process monitoring and control mechanisms to industrialize the technology. In this work, process monitoring algorithms based on welding camera image analysis are presented. A neural network for semantic segmentation of the welding wire is used to monitor the working distance as well as the horizontal position of the wire during welding and classic image processing techniques are applied to capture spatter formation. Using these algorithms, the process stability is evaluated in real time and the analysis results enable the direction independent closed-loop-control of the manufacturing process. This significantly improves geometric fidelity as well as mechanical properties of the fabricated part and allows the automated production of parts with complex deposition paths including weld bead crossings, curvatures and overhang structures. © The Author(s) 2024.","2024","2024-12-14 21:09:53","2024-12-14 21:48:25","","","","","","","J Intell Manuf","","","","","","","","English","","","Scopus","","","","Publisher: Springer","<p>Export Date: 14 December 2024; Cited By: 2; Correspondence Address: J. Franke; FORWISS, University of Passau, Passau, Germany; email: franke@forwiss-uni.passau.de; CODEN: JIMNE</p>; <p>Export Date: 14 December 2024; Cited By: 2; Correspondence Address: J. Franke; FORWISS, University of Passau, Passau, Germany; email: franke@forwiss-uni.passau.de; CODEN: JIMNE</p>","","","Machine learning; Machine-learning; Wire arc; Wire arc additive manufacturing; 3D printing; Additives; Process control; Process monitoring; Wire; Complex networks; Contact tube wear off detection; Contact tubes; Distance Monitoring; Horizontal wells; Nozzle-to-work distance monitoring; Semantic Segmentation; Semantics; Spatter detection; Tube wear; Vision based monitoring; Wear of materials","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZZRRBL7H","journalArticle","2023","Ling, Y.; Ni, J.; Antonissen, J.; Ben Hamouda, H.; Vande Voorde, J.; Abdel Wahab, M.","Numerical prediction of microstructure and hardness for low carbon steel wire Arc additive manufacturing components","Simulation Modelling Practice and Theory","","1569190X (ISSN)","10.1016/j.simpat.2022.102664","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140756902&doi=10.1016%2fj.simpat.2022.102664&partnerID=40&md5=884c3b2449c63b1f23528a0db1065216","The objective of this research is to define an optimized strategy for wire arc additive manufacturing (WAAM) process with a numerical tool. In this paper, a three-dimensional scaled steel plate model (120 mm × 24 mm × 6 mm) is built for numerical simulations to replace the expensive physical WAAM experiments. A series of thermo-metallo-mechanical analyses is conducted by using ABAQUS CAE user subroutines in which, thermal, metallurgical and mechanical models for gas metal arc welding (GMAW) process are implemented. Groups of variables in WAAM process namely wire melting current, voltage and torch moving speeds, as well as interval layer cooling coefficients, are chosen as input parameters of the artificial neural network (ANN). The two targeted values are hardness and ultimate strength of the steel plate model, which are obtained by fully coupled thermo-metallo-mechanical simulations or by quick results from commercial software JmatPro, and by real measurements on the test samples of WAAM experimental plates. In this primary study, Taguchi algorithm is used for data preparations of the numerical experiments. The tests are fulfilled with Neural Networks (NN) tool in MATLAB. A typical three-layer feedforward network is used for general works. The developed models show good prediction capability for hardness and ultimate strength. The ANN algorithm presents high potential in bidirectional modeling to develop the WAAM strategy tool. It is possible to realize the inverse modeling from properties obtained by fractions of phase volume to WAAM processing parameters. © 2022 Elsevier B.V.","2023","2024-12-14 21:09:53","2024-12-14 21:48:12","","","","","122","","Simul. Model. Pract. Theory","","","","","","","","English","","","Scopus","","","","Publisher: Elsevier B.V.","<p>Export Date: 14 December 2024; Cited By: 36; Correspondence Address: M. Abdel Wahab; Faculty of Mechanical - Electrical and Computer Engineering, School of Engineering and Technology, Van Lang University, Ho Chi Minh City, Viet Nam; email: magd.a.w@vlu.edu.vn</p>; <p>Export Date: 14 December 2024; Cited By: 36; Correspondence Address: M. Abdel Wahab; Faculty of Mechanical - Electrical and Computer Engineering, School of Engineering and Technology, Van Lang University, Ho Chi Minh City, Viet Nam; email: magd.a.w@vlu.edu.vn</p>","","","Machine learning; Machine-learning; Wire arc; Wire arc additive manufacturing; Additives; Wire; Finite element method; WAAM; 3D printers; Gas metal arc welding; Gas welding; Low carbon steel; Neural networks; Additive manufacturing; Additive manufacturing process; Industrial research; FEM simulation; ABAQUS; ANN; Application programs; FEM simulations; Hardness; Inverse modelling; Inverse problems; MATLAB; Mesh generation; Metals; Numerical predictions; Plate model; Software testing; Steel plates; Ultimate strength","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R6VBBVVS","journalArticle","2024","Cheng, J.; Ling, Y.; De Waele, W.","An ANN Hardness Prediction Tool Based on a Finite Element Implementation of a Thermal–Metallurgical Model for Mild Steel Produced by WAAM","Metals","","20754701 (ISSN)","10.3390/met14050556","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194241145&doi=10.3390%2fmet14050556&partnerID=40&md5=ed857897c3a85e02385b3c0b082b401e","WAAM has emerged as a promising technique for manufacturing medium- and large-scale metal parts due to its high material deposition efficiency and automation level. However, its high heat accumulation and complex thermal evolution strongly affect the resulting microstructures and mechanical properties. The heterogeneous and unpredictable nature of these properties hinder the widespread application of WAAM in the steel construction industry. In this study, an artificial neural network (ANN) hardness model is developed, based on a thermal–metallurgical model for mild steel. The objective is to establish non-linear relationships between the input process parameters and the desired output, i.e., hardness. The thermal–metallurgical model utilizes a well-distributed heat source model, a death-and-birth algorithm, and a metallurgical model to simulate the temperature field and to calculate the microstructure phase fraction. The temperature prediction errors at four thermocouple positions are mostly below 20%. Because of the limited experimental data, twenty-five simulation experiments are performed using the L25 orthogonal array based on the Taguchi method. The analysis of variance (ANOVA) reveals that the travel speed has the greatest impact on hardness. With the dataset from the thermal–metallurgical model, an ANN model to predict hardness is developed. A comparison to experimental data shows excellent performance and accuracy, with the Mean Absolute Percentage Error (MAPE) of ANN predictions within 10% of the targeted hardness. © 2024 by the authors.","2024","2024-12-14 21:09:53","2024-12-14 21:09:53","","","","5","14","","Metals","","","","","","","","English","","","Scopus","","","","Publisher: Multidisciplinary Digital Publishing Institute (MDPI)","<p>Export Date: 14 December 2024; Cited By: 0; Correspondence Address: W. De Waele; Laboratory Soete, Faculty of Engineering and Architecture, Ghent University, Gent, 9052, Belgium; email: wim.dewaele@ugent.be</p>","","","machine learning; WAAM; finite element simulations; thermal–metallurgical prediction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FHNRVEN4","journalArticle","2024","","2nd Advances in Additive Manufacturing Conference, AIAM 2023","Lecture Notes in Mechanical Engineering","","21954356 (ISSN); 978-303147783-6 (ISBN)","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177199757&partnerID=40&md5=27fd01df5c1633fe6b7154e7333bcca4","The proceedings contain 28 papers. The special focus in this conference is on Advances in Additive Manufacturing. The topics include: New Horizons in Engineering Education: From Additive Manufacturing to Immersive Learning; exploring Human-Cyber-Physical Systems in Additive Manufacturing: Insights into Human-Machine Collaboration; Simplification of an Additive Manufacturing Machine Implementation Using Its CAD Model and Mixed-Reality; A CAD-Based Method for the Measurement of AM Parts Accuracy Considering the Build Orientation; Thermal Study for Optimization of the Thermomechanical Welding Butt Fusion Process of the PEHD Tubes (PE100); additive Manufacturing and Investment Casting Comparison of Superalloys: Aerospace industry; The Impact of the Adaptive Slicing Integration on the AM Cost; in-Situ Monitoring of Selective Laser Melted Ti–6Al–4V Parts Using Eddy Current Testing and Machine Learning; non-conformities and Scrap Costs Reduction in a 3D Printing Workshop; Microstructure and Mechanical Properties of Hybrid LPBF-DED Inconel 625; contribution to the Formulation of a Material Based on Marble Waste for Its Use in 3D Printing in Civil Engineering; Easy Conversion of PET Bottles to Eco-Filament for 3D Printing and Process Characterization; modeling and Optimization of Joint Condition Based Quality/Maintenance Strategy for an Additive Manufacturing Equipment; Experimental and Numerical Study of the Wire Arc Additive Manufacturing (WAAM) Process; Parameters Effect Study on Bead Geometry Deposited by CMT Technology Based Wire Additive Manufacturing (WAAM) Process; Use of the RDPP-SF Method for Robust Design of Dynamic AM-Fused Deposition Modeling Process; Effect of Printing Process Parameters on the Tensile Behavior of FDM-Built Parts; Mechanical Properties of Additively Manufactured 17-4PH SS: Heat Treatment.","2024","2024-12-14 21:09:53","2024-12-14 21:48:09","","","","","","","Lect. Notes Mech. Eng.","","","","","","","","English","","","Scopus","","","","Publisher: Springer Science and Business Media Deutschland GmbH","<p>Export Date: 14 December 2024; Cited By: 0; Conference name: 2nd Advances in Additive Manufacturing Conference, AIAM 2023; Conference date: 18 May 2023 through 20 May 2023; Conference code: 303869</p>; <p>Export Date: 14 December 2024; Cited By: 0; Conference name: 2nd Advances in Additive Manufacturing Conference, AIAM 2023; Conference date: 18 May 2023 through 20 May 2023; Conference code: 303869</p>","","","","","Mabrouki T.; Sahlaoui H.; Ghanem F.; Sallem H.; Benyahya N.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JKRHNHPW","journalArticle","2020","Nguyen, L.; Buhl, J.; Bambach, M.","Continuous Eulerian tool path strategies for wire-arc additive manufacturing of rib-web structures with machine-learning-based adaptive void filling","Additive Manufacturing","","22148604 (ISSN)","10.1016/j.addma.2020.101265","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084863391&doi=10.1016%2fj.addma.2020.101265&partnerID=40&md5=2b6ffc64af58838ffaa6e3ea9bbabfbe","Rib-web structures are used for lightweight design in various applications. The most prominent cases are found in aerospace engineering, where intricate structures are produced by forging and subsequent machining or by machining from solid blocks of material. Due to the large scrap rate involved in conventional manufacturing, rib-web structures are suitable applications for additive manufacturing (AM) processes. Among the AM processes, wire-arc additive manufacturing (WAAM) is highly suitable for rib-web structures due to its high deposition rate and the potential to manufacture large-size parts. In WAAM, the welding strategy greatly influences the properties and quality of deposited parts. With an increasing number of starts and stops, the danger of uneven material build-up and welding defects increases. Unfortunately, most rib-web structures do not represent Eulerian paths, i.e. they cannot be manufactured with a continuous welding motion, in which every edge is visited only once. This study presents a novel strategy for generating optimal tool paths for WAAM of lightweight rib-web structures, mitigating the disadvantages of discontinuous welding paths such as welding defects and uneven build-up. It is shown that doubling the number of welding passes on each edge of the rib-web structure turns non-Eulerian paths into Eulerian paths, which can be welded continuously. When two or more weld beads are deposited on each edge, the vertices of the rib-web structure may suffer from underfilling. It is shown that this can be avoided by a correction strategy, which consists in manufacturing the part once, evaluating the size of voids in the junctions, and computing a correction to deposit the required amount of material into the center of the junction. While this strategy may be used if a single part is considered, it is shown that the tool path correction to be applied to arbitrary junction geometries can be represented by a neural network that is derived from an experimental database consisting of representative junction types. With this approach, paths for any rib-web geometry can be generated, which saves lead time in variant-rich production. The paths proposed in this work avoid non-welding moves and may hence outperform even single weld-bed strategies in terms of welding efficiency. © 2020 Elsevier B.V.","2020","2024-12-14 21:09:53","2024-12-14 22:13:59","","","","","35","","Addit. Manuf.","","","","","","","","English","","","Scopus","","","","Publisher: Elsevier B.V.","<p>Export Date: 14 December 2024; Cited By: 56; Correspondence Address: L. Nguyen; Mechanical Design and Manufacturing, Brandenburg University of Technology Cottbus - Senftenberg, Cottbus, Konrad - Wachsmann - Allee 17, D-03046, Germany; email: lam.nguyen@b-tu.de</p>; <p>Export Date: 14 December 2024; Cited By: 56; Correspondence Address: L. Nguyen; Mechanical Design and Manufacturing, Brandenburg University of Technology Cottbus - Senftenberg, Cottbus, Konrad - Wachsmann - Allee 17, D-03046, Germany; email: lam.nguyen@b-tu.de</p>","","https://doi.org/10.1016/j.addma.2020.101265","Machine learning; Additives; Defects; Deposition rates; Engineering education; WAAM; 3D printers; Additive manufacturing; High deposition rates; Welds; Welding; Adaptive void filling; Conventional manufacturing; Discontinuous welding; Experimental database; Intricate structures; Junction geometries; Lightweight design; Lightweight structures; Novel strategies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MG84H7WB","journalArticle","2024","Chandra, M.; Vimal, K.E.K.; Rajak, S.","A comparative study of machine learning algorithms in the prediction of bead geometry in wire-arc additive manufacturing","International Journal on Interactive Design and Manufacturing","","19552513 (ISSN)","10.1007/s12008-023-01326-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159221075&doi=10.1007%2fs12008-023-01326-4&partnerID=40&md5=e8470510a5b371038c889a05cdea7187","In the past few years, machine learning (ML) has become a widely used computational tool in manufacturing. The present study conducted a comparative analysis of five machine learning (ML) algorithms to predict the bead geometry in wire-arc additive manufacturing (WAAM). A robotic-controlled gas metal arc welding (GMAW) based WAAM setup was employed to deposit the beads. For the purpose of training and testing the ML models, a dataset consisting of four independent variables (travel speed, torch angle, wire feed rate, and contact tube to workpiece distance) and two dependent variables (bead height and width) was collected. The study employed five ML models including decision tree, random forest, XGBoost algorithm, linear regression, and artificial neural networks (ANN). The performance of ML models was evaluated using statistical metrics such as index of merit (IM), mean square error (MSE), mean absolute error (MAE) and coefficient of determination (R2 value). A comparison of ML algorithms revealed that ANN (R2 value = 0.6505) performed better than the XGBoost (R2 value = 0.5916) in predicting the bead height. The lowest value of MSE and MAE equal to 0.0611 and 0.1893 respectively was achieved for ANN in predicting the bead height. For the prediction of bead width, linear regression (R2 value = 0.8486) performed better than ANN (R2 value = 0.8316). The lowest value of MSE and MAE equal to 0.1730 and 0.3157 respectively was achieved for linear regression in predicting the bead width. Linear regression is most suitable for datasets having strong collinearity, however, ANN, Random Forest and XGBoost performed very well in prediction when the dataset shows high non-linear relations. The comparison of ML algorithms revealed that computational work using machine learning gives high-performance results with minimal use for resources and time. Hence, machine learning can be the most effective computational tool in modern manufacturing industries. © The Author(s), under exclusive licence to Springer-Verlag France SAS, part of Springer Nature 2023.","2024","2024-12-14 21:09:53","2024-12-14 21:52:33","","6625-6638","","9","18","","Int. J. Interact. Des. Manuf.","","","","","","","","English","","","Scopus","","","","Publisher: Springer-Verlag Italia s.r.l.","<p>Export Date: 14 December 2024; Cited By: 7; Correspondence Address: S. Rajak; Department of Mechanical Engineering, National Institute of Technology Patna, Bihar, India; email: sonu.me@nitp.ac.in</p>; <p>Export Date: 14 December 2024; Cited By: 7; Correspondence Address: S. Rajak; Department of Mechanical Engineering, National Institute of Technology Patna, Bihar, India; email: sonu.me@nitp.ac.in</p>","","","Linear regression; Machine learning; Machine-learning; Wire arc; 3D printing; Additives; Wire; Forecasting; Wire-arc additive manufacturing; Gas metal arc welding; Gas welding; Neural networks; Geometry; Bead geometry; Decision trees; Learning algorithms; Statistical tests; Machine learning models; Machine learning algorithms; Mean square error; Computational tools; Mean absolute error; Means square errors; Regression","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ADQ4DAKJ","journalArticle","2024","Mattera, G.; Polden, J.; Caggiano, A.; Nele, L.; Pan, Z.; Norrish, J.","Semi-supervised learning for real-time anomaly detection in pulsed transfer wire arc additive manufacturing","Journal of Manufacturing Processes","","15266125 (ISSN)","10.1016/j.jmapro.2024.07.142","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201709740&doi=10.1016%2fj.jmapro.2024.07.142&partnerID=40&md5=8fc75cf152436dbe6bc6783d132ff722","In Wire-Arc Additive Manufacturing (WAAM), ensuring the quality and integrity of components is of key importance and performing anomaly detection during production is an efficient strategy for preventing defects and maintaining an acceptable quality with lower costs compared to the development of complex supervised learning techniques. This paper presents an approach based on semi-supervised learning for real-time anomaly detection in the production of Inconel 718 components via the Pulsed Transfer WAAM process. The workflow is based on the use of training data obtained by employing established process parameters, similar to what is done in Welding Procedure Qualification Records (WPQRs), to develop a semi-supervised anomaly detection application. The proposed approach involves depositing material using the already established process parameters and collecting the corresponding welding data in terms of welding current and voltage sensor signals. The collected data are then employed to train an unsupervised algorithm by using solely good deposition data to learn hidden complex patterns of normality and hence detect anomalies based on deviations from these patterns. With this aim, global and local features are extracted from the welding current and voltage sensor signals in both time and time-frequency domains via Wavelet Transform technique and a deep learning approach based on a residual convolutional autoencoder. To showcase the effectiveness of the proposed approach, a case study involving wire arc additive manufacturing of Inconel 718 components was conducted. The proposed algorithm was tested and achieved an F-score of 0.895, representing a 30 % improvement over state-of-the-art methods that rely on time domain features for anomaly detection. This research work contributes to the improvement of anomaly detection methodologies, offering substantial advantages over alternative techniques for quality control and reliability of additive manufacturing processes such as WAAM. © 2024 The Authors","2024","2024-12-14 21:09:53","2024-12-14 21:48:04","","84-97","","","128","","J. Manuf. Processes","","","","","","","","English","","","Scopus","","","","Publisher: Elsevier Ltd","<p>Export Date: 14 December 2024; Cited By: 7; Correspondence Address: G. Mattera; Department of Chemical, Materials and Industrial Production Engineering, University of Naples Federico II, Italy; email: giulio.mattera@unina.it</p>; <p>Export Date: 14 December 2024; Cited By: 7; Correspondence Address: G. Mattera; Department of Chemical, Materials and Industrial Production Engineering, University of Naples Federico II, Italy; email: giulio.mattera@unina.it</p>","","","Machine learning; Machine-learning; Wire arc; Wire arc additive manufacturing; Process control; Smart manufacturing; Anomaly detection; Additive manufacturing process; Electric arc welding; Network security; Frequency domain; Frequency domains; Image processing; Images processing; Inconel-718; Real-time anomaly detections; Self-supervised learning; Semi-supervised learning; Wavelet transforms","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YH5WVVV3","journalArticle","2024","Vozza, M.; Polden, J.; Mattera, G.; Piscopo, G.; Vespoli, S.; Nele, L.","Explaining the Anomaly Detection in Additive Manufacturing via Boosting Models and Frequency Analysis","Mathematics","","22277390 (ISSN)","10.3390/math12213414","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208430528&doi=10.3390%2fmath12213414&partnerID=40&md5=70ef849b4c21ef514f145cc7bbdfc2c7","Anomaly detection is an important feature in modern additive manufacturing (AM) systems to ensure quality of the produced components. Although this topic is well discussed in the literature, current methods rely on black-box approaches, limiting our understanding of why anomalies occur, making complex the root cause identification and the consequent decision support about the action to take to mitigate them. This work addresses these limitations by proposing a structured workflow designed to enhance the explainability of anomaly detection models. Using the wire arc additive manufacturing (WAAM) process as a case study, we examined 14 wall structures printed with INVAR36 alloy under varying process parameters, producing both defect-free and defective parts. These parts were classified based on surface appearance and welding camera images. We collected welding current and voltage data at a 5 kHz sampling rate and extracted features from both time and frequency domains using a knowledge-based approach. Isolation Forest, k-Nearest Neighbor, Artificial Neural Network, XGBoost, and LGBM models were trained on these features, and the results shown best performance of boosting models, achieving F1 scores of 0.927 and 0.945, respectively. These models presented higher performance compared to other models like k-Nearest Neighbor, whereas Isolation Forest and Artificial Neural Network posses lower performance due to overfitting, with an F1 score of 0.507 and 0.56, respectively. Then, by leveraging the feature importance capabilities of these models, we identified key signal characteristics that distinguish between normal and anomalous behavior, improving the explainability of the detection process and in general about the process physics. © 2024 by the authors.","2024","2024-12-14 21:09:53","2024-12-14 21:53:32","","","","21","12","","Mathematics","","","","","","","","English","","","Scopus","","","","Publisher: Multidisciplinary Digital Publishing Institute (MDPI)","<p>Export Date: 14 December 2024; Cited By: 0; Correspondence Address: G. Mattera; Department of Chemical, Materials and Production Engineering, University of Naples Federico II, Naples, 80126, Italy; email: giulio.mattera@unina.it</p>; <p>Export Date: 14 December 2024; Cited By: 0; Correspondence Address: G. Mattera; Department of Chemical, Materials and Production Engineering, University of Naples Federico II, Naples, 80126, Italy; email: giulio.mattera@unina.it</p>","","","machine learning; additive manufacturing; anomaly detection; explainable AI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
